Info,Course Title,Course Description,Credits,Course Number
"Course Chair:     Don Gorder  
Semesters Offered:     Fall, Spring, Summer  
Required of:     MBUS majors  
Electable by:     MBUS majors  
Prerequisites:     MB-255, LSOC-225, and LMSC-251  
Department Code:     MBUS  
",Business Finance,"The course focuses on the role of money in a music enterprise, with particular emphasis on the emergence of nontraditional forms of funding for talent and music-based enterprises. In addition, the course covers critical tools of financial analysis, both basic and sophisticated, as used by business professionals in corporate settings and investors in private ventures.",2 credit(s),MB-395
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring, Summer  
Required of:     MUED majors  
Electable by:     MUED majors  
Prerequisites:     MTEC-111  
Department Code:     MUED  
",Computer Applications for Music Education,The purpose of this class is to familiarize students with music and other software that will enhance the teaching of K-12 music in three specific areas: using technology outside of class to prepare instructional materials; using a teacher station to present technology-enhanced lessons; and using technology in a computer/MIDI lab.This course is part one of the required technology training for music education majors. It provides an overview of technology in music education; concepts for developing curriculum and resources using music technology in the K-12 general music classroom; the use of DAW software (Digital Audio Workstation; otherwise known as sequencing); the use of notation software; and the use of iPads in the K-12 music classroom.,2 credit(s),ME-152
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring  
Required of:     MUED majors  
Electable by:     MUED and PROM majors  
Prerequisites:     ME-211  
Department Code:     MUED  
",Music Classroom Methods and Materials ,"This course will explore the educational philosophies, classroom methods, and materials associated with the predominant techniques (Dalcroze, Orff, Kodly, Suzuki, and Gordon) used in classroom music instruction in the United States. Students learn instructional philosophies for music education as well as techniques for developing music skills through select approaches unique to each philosophy. These techniques will be used in planning for instrumental and vocal instruction, and general music activities with special emphasis on singing, moving, and playing recorder and classroom instruments.",2 credit(s),ME-212
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring  
Required of:     MUED majors  
Electable by:     MUED majors  
Prerequisites:     ME-111  
Department Code:     MUED  
",Choral Methods and Materials,"This course examines performance of vocal and instrumental works suitable for public school music. Students participate in the conducting of selected works and learn basic principles of singing: breathing, tone production, fundamentals of articulation, and diction.",1 credit(s),ME-321
"Course Chair:     Cecil Adderley  
Semesters Offered:     Summer Only  
Required of:     None  
Electable by:     MTHE and MUED majors  
Prerequisites:     None  
Department Code:     MUED  
","Music, the Brain, and Learning","This course introduces students to the function and structure of the brain and its application to their own study of music. The course includes practical applications of theory in musical learning and teaching, and culminates in a short observational research project on brain function in music.",2 credit(s),ME-328
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring  
Required of:     MUED majors  
Electable by:     MUED and MTHE majors  
Prerequisites:     None  
Department Code:     MUED  
",Teaching With a Multicultural Perspective,"This course enables students to experience music of diverse cultures. Students gain the skills they need to develop their own multicultural music resources. Students analyze characteristics of art and folk music, with special focus on instrumentation and the cultural setting. Students also explore resources for classroom and performing ensembles. Students learn the sounds of the various cultures, including diverse languages, and learn strategies to apply this knowledge in the classroom.",2 credit(s),ME-341
"Course Chair:     Cecil Adderley  
Semesters Offered:     Spring Only  
Required of:     None  
Electable by:     MUED majors  
Prerequisites:     ME-212  
Department Code:     MUED  
",Music Education Orff Ensemble,"Students learn a series of pieces to be played on Orff instruments. Pieces are organized around arrangements of authentic folk music, pieces from the Orff/Keetman publications, and student compositions. Improvisation is included in most pieces. Students develop polyphonic awareness (singing a song while playing an instrument). Students also develop the basic technical skills for pitched percussion.",2 credit(s),ME-355
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring  
Required of:     MUED majors  
Electable by:     All  
Prerequisites:     None  
Department Code:     MUED  
This course introduces students to the rewarding field of teaching K-12 music in a school setting. Students will explore qualities of effective teachers, guidelines for teaching and learning such as national standards and the Massachusetts State Frameworks, and the role of a teacher in the artistic lives and development of young musicians. Requirements for teacher licensure in Massachusetts and the distinctive Berklee Music Education program will be reviewed.",Introduction to Music Education,"This course introduces students to the rewarding field of teaching K-12 music in a school setting. Students will explore qualities of effective teachers, guidelines for teaching and learning such as national standards and the Massachusetts State Frameworks, and the role of a teacher in the artistic lives and development of young musicians. Requirements for teacher licensure in Massachusetts and the distinctive Berklee Music Education program will be reviewed.",1 credit(s),ME-111
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring  
Required of:     MUED majors  
Electable by:     MUED majors  
Prerequisites:     ME-111  
Department Code:     MUED  
",Elementary Classroom Methods,"Methods and materials for the instruction of general music in the elementary school are addressed in this class. This course will present theories of educational psychology as they apply to elementary music teaching. Preparation of lesson and unit plans as well as planning a K-5 music curriculum will be central to the course. Development of singing skills, movement, directed listening, classroom instrument skills with a focus on soprano recorder, transition from rote to note teaching, and development of creative musical skills will form the primary strategies and tools for curriculum development. Discussion of classroom organization and management will be threaded throughout the curriculum. Requirements in this course include teaching as part of the preschool program at Berklee (KidsJam) and a minimum of 15 hours assigned observation in elementary schools.",3 credit(s),ME-211
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring  
Required of:     MUED majors  
Electable by:     MUED majors  
Prerequisites:     ME-211  
Department Code:     MUED  
",Secondary Classroom Methods,"This course is an overview of music education in secondary school settings. Students learn the concepts and approaches to the organization and development of a music curriculum as these apply to general music, instrumental music, and choral programs. Students devote special attention to teaching adolescents. Students explore motivational concepts, administrative organization, the student/instructor relationship, community involvement, and the special student. In addition, students analyze and apply strategies for teaching students with diverse cultural backgrounds. Students also analyze various evaluational procedures. Students are required to complete a minimum of 15 hours of observation in a secondary school classroom.",3 credit(s),ME-311
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring, Summer  
Required of:     MUED majors  
Electable by:     All  
Prerequisites:     ME-152  
Department Code:     MUED  
This course addresses the basic concepts of word processing, database, spreadsheet, and presentation software, with particular emphasis on their practical application to music teachingand music program administration, as well as the use of digital media (multimedia) in music.This course explores a variety of multimedia and productivity software. In addition, we will explore pertinent music technology and music education related websites, including podcasts, blogs, and wikis. The overarching goal of this class is to create a personal eCase (electronic portfolio) to be used throughout the duration of the major, culminating in ME-475Pre-Practicum Apprenticeship/Seminar.",Multimedia for the Educator,"This course addresses the basic concepts of word processing, database, spreadsheet, and presentation software, with particular emphasis on their practical application to music teachingand music program administration, as well as the use of digital media (multimedia) in music.This course explores a variety of multimedia and productivity software. In addition, we will explore pertinent music technology and music education related websites, including podcasts, blogs, and wikis. The overarching goal of this class is to create a personal eCase (electronic portfolio) to be used throughout the duration of the major, culminating in ME-475Pre-Practicum Apprenticeship/Seminar.",2 credit(s),ME-326
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall Only  
Required of:     None  
Electable by:     All  
Prerequisites:     ME-211  
Department Code:     MUED  
",Music in Early Childhood,"This course introduces students to music education for young children, from birth through the first five years of life. Students study early childhood cognitive, physical, and social development. Students also focus on age-appropriate skills, concepts, and activities. Students address practical strategies for working with young children and their parents. Students apply what they learn to the development of a well-rounded, comprehensive, and effective curriculum for preschool age children.",2 credit(s),ME-332
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     MUED majors  
Prerequisites:     LENG-201  
Department Code:     MUED  
",Preparing for the Music Licensing Exam,"This course prepares students for the Music Licensing Exam. Students learn strategies for test taking, memorizing material, organizing time, and creating calendars. Students also develop personal motivation techniques. In addition, students complete various multiple choice practice tests and write short essays.",2 credit(s),ME-352
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring, Summer  
Required of:     MUED majors  
Electable by:     MUED and MTHE majors  
Prerequisites:     None  
Department Code:     MUED  
",Survey of Choral Music Literature,"This course surveys choral music literature written for, and/or performed by solo, small group, and large group ensembles in elementary and secondary public schools. Students explore strategies to apply this literature in the elementary and secondary school classroom. This course is recommended to be taken concurrently with ME-321.",1 credit(s),ME-383
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     None  
Department Code:     MUED  
",Fundamentals of Woodwind & Brass Repairs,"This course provides fundamental knowledge and skills for basic repairs of woodwinds and brass instruments. On brass instruments, there will be instruction on dent removal, tube straightening, and both soft and silver soldering.",2 credit(s),ME-387
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall Only  
Required of:     None  
Electable by:     All  
Prerequisites:     None  
Department Code:     MUED  
",Instrument Repair: Specialized ,"This course allows students to continue to explore specialized instrumental repair (pending skill level and interest). The student and instructor will agree upon and independent repair project to complete over the course of the term. The project may focus on a specific instrument, family of instruments, or specific repair technique.",2 credit(s),ME-389
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring  
Required of:     MUED majors  
Electable by:     MUED majors  
Prerequisites:     ISKB-322, ME-211, ME-311, and written approval of course chair. NOTE: Passing score on MUED proficiency and MTEL Communication Skills are required.  
Department Code:     MUED  
In this course, students gain practical teaching experience in diverse elementary and secondary schools of greater Boston, including those where students engage with children who are English Language Learners (ELL) and are provided with Sheltered English Immersion (SEI). When completing the hours associated with ELL/SEI, those enrolled in the course are encouraged to observe both core subject and music teachers. Students complete a minimum of 45 hours of fieldwork at the site. Students learn from a cooperating teacher in the field, who serves as their field-based supervisor. Students assist their cooperating teacher, as well as create and implement their own lessons. Students also assess their own teaching practice. They learn to improve their teaching, based on feedback from their cooperating teacher and from the Berklee faculty who observe them in the classroom. In the required seminar, students further evaluate their teaching experiences and share best practices. Students also learn from expert teachers who serve as guest lecturers in the seminar. A final written report and/or online journal is required.",Pre-Practicum Apprenticeship/Seminar,"In this course, students gain practical teaching experience in diverse elementary and secondary schools of greater Boston, including those where students engage with children who are English Language Learners (ELL) and are provided with Sheltered English Immersion (SEI). When completing the hours associated with ELL/SEI, those enrolled in the course are encouraged to observe both core subject and music teachers. Students complete a minimum of 45 hours of fieldwork at the site. Students learn from a cooperating teacher in the field, who serves as their field-based supervisor. Students assist their cooperating teacher, as well as create and implement their own lessons. Students also assess their own teaching practice. They learn to improve their teaching, based on feedback from their cooperating teacher and from the Berklee faculty who observe them in the classroom. In the required seminar, students further evaluate their teaching experiences and share best practices. Students also learn from expert teachers who serve as guest lecturers in the seminar. A final written report and/or online journal is required.",1 credit(s),ME-475
"Course Chair:     Cecil Adderley  
Semesters Offered:     Spring Only  
Required of:     None  
Electable by:     MUED majors  
Prerequisites:     ME-152 and ME-326  
Department Code:     MUED  
","Composition, Technology, and the K-12 Student","The study of composition is fundamental to understanding the expressive qualities of music. It provides an ideal framework for exploration and experimentation with the basic materials of music. The National Association for Music Education (NAfME) recognizes the role of creativity and the importance of composition by including composing and arranging as one of the nine National Standards for Music Education (Standard #4). Collaborative and creative music composition can be facilitated in the classroom using music production and notation software. This course focuses on ideas and concepts for individual and group composition projects in the PK-12 music classroom, as well as teaching and assessment strategies. Students explore DAW, notation, and instructional software, as well as myriad online resources, to create age-appropriate composition activities. In addition, special emphasis will be placed on how other media elements, such as text, graphics, audio, and video, as well as web-based tools, can enhance the music composition process for PK-12 students.",2 credit(s),ME-P342
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring, Summer  
Required of:     MUED majors  
Electable by:     MUED majors  
Prerequisites:     None  
Department Code:     MUED  
",Survey of Instrumental Literature,"This course surveys instrumental music literature written for, and/or performed by, bands and orchestras in elementary and secondary public schools. Students explore strategies to apply this literature in the elementary and secondary school classroom. This course is recommended to be taken concurrently with ME-431.",1 credit(s),ME-381
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall Only  
Required of:     None  
Electable by:     MUED majors  
Prerequisites:     None  
Department Code:     MUED  
",Methods and Materials for Marching Band,"This course is an overview of basic marching band techniques with an emphasis on the study of commands and maneuvers, color guard techniques, and charting procedures necessary for the development of halftime shows. Students analyze marching band techniques. Students also apply what they have learned to the development of their on materials for marching band.",2 credit(s),ME-385
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     None  
Department Code:     MUED  
",Instrument Repair: Rebuilding Instruments,"This course addresses the rebuilding of woodwind, brass, string, and percussion instruments, especially those needing significant work.",2 credit(s),ME-388
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring, Summer  
Required of:     MUED majors  
Electable by:     MUED majors  
Prerequisites:     None  
Department Code:     MUED  
",Instrumental Methods and Materials,This course is an overview of the instrumental instruction programs in PK-12 schools. Students examine teaching techniques for beginning instrumental students. Students also analyze appropriate methods books for instrumental instruction.,1 credit(s),ME-431
"Course Chair:     Cecil Adderley  
Semesters Offered:     Fall, Spring  
Required of:     MUED majors  
Electable by:     MUED majors  
Prerequisites:     ME-475 and written approval of course chair. NOTE: Passing scores on both MTEL Communication Skills and Music exams are required.  
Department Code:     MUED  
",Practice Teaching/Seminar,"In this course, students gain practical teaching experience in elementary and secondary schools. Students complete a minimum of 450 hours of fieldwork at the site, with a minimum of 150 hours of full responsibility in the classroom. Students learn from a cooperating teacher in the field, who serves as their field-based supervisor. Students assist their cooperating teacher, as well as create and implement their own lessons. Students also assess their own teaching practice. They learn to improve their teaching, based on feedback from their cooperating teacher and from the Berklee faculty who observe them in the classroom. In the required seminar, students further evaluate their teaching experiences and share best practices. Students also learn from expert teachers who serve as guest lecturers in the seminar.",6 credit(s),ME-495
"Course Chair:     Andrea Pejrolo  
Semesters Offered:     Fall, Spring  
Required of:     Mediterranean music minors   
Electable by:     Mediterranean music minors   
Prerequisites:     Written approval of course chair  
Department Code:     CWP  
",Directed Study in Mediterranean Music,"Individualized instruction in a specific area of Mediterranean music designed to provide students in the Mediterranean music minor the opportunity for highly focused, in-depth study in their particular area of interest. Students will select an instructor whose experience is most relevant to their area of interest and, in collaboration their instructor, determine the specific work and outcome of the course.",2 credit(s),MEDM-P498
"Course Chair:     Simone Pilon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     COMP majors and MUED majors  
Electable by:     COMP majors and MUED majors  
Prerequisites:     LENG-111; and CP-210 or CP-211 and either CM-211 or CM-251  
Department Code:     LART  
Location:     Boston Campus  
",General Music History 1,This course is a survey of the major styles in Western music from about A.D. 600 to the conclusion of the baroque period.,2 credit(s),MHIS-251
"Course Chair:     Simone Pilon  
Semesters Offered:     Spring Only  
Required of:     None  
Electable by:     All  
Prerequisites:     CM-211 or CM-251  
Department Code:     LART  
Location:     Boston Campus  
",African American Composers,"This course will discuss the contributions that African American composers have made to classical music from the late 19th century to the 21st century. We will explore the extramusical influences affecting black composers past and present, such as the Harlem Renaissance, the Civil Rights Movement, and the influence of jazz and other black music, and examine whether or not these influences play a role in the music of these composers. We will also try to discover the characteristics that may exist distinguishing the music of black composers from those of non-black composers.",2 credit(s),MHIS-253
"Course Chair:     Simone Pilon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     None  
Electable by:     All  
Prerequisites:     LENG-111 and MHIS-201, MHIS-P202, or MHIS-P203  
Department Code:     LART  
Location:     Boston Campus, Valencia (Spain) Campus, Los Angeles  
",History of Film Music,"A survey of music in feature-length films from the silent period to the present day. An overview of stylistic scoring approaches that represent the most significant developments in the field. Discussion of works of composers who have contributed extensively to the development of film music, including representatives of newer trends in recent years. Extensive visual examples will be combined with independent aural analysis of a wide range of scores.",2 credit(s),MHIS-331
"Course Chair:     Simone Pilon  
Semesters Offered:     Spring Only  
Required of:     None  
Electable by:     All  
Prerequisites:     LENG-111  
Department Code:     LART  
Location:     Boston Campus  
",The Music of the English-Speaking Caribbean Islands,"This course looks at the development of indigenous music from Trinidad, Jamaica, Barbadosto name a few of the islandsand significant artists who have influenced the development of the music over the past sixty years. As with many Caribbean music traditions, these musics and their sub-genres maintain direct links to West African sacred and secular music. This course examines through analysis the various rhythmic and linear linkages to music from West Africa, as well as the contemporary history of the islands as is reflected in the lyrical content of the music. The influences and nuances will be analyzed and examined through selected recordings of the Lord Kitchener, Harry Belafonte, Mighty Sparrow, Arrow, Lord Shorty, Bob Marley, Peter Tosh, Burning Spear, and David Rudder. Steel band music, which is indigenous to Trinidad and Tobago and has spread over most Caribbean Islands, will also be examined.",2 credit(s),MHIS-342
"Course Chair:     Simone Pilon  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     LENG-111 and MHIS-201, MHIS-P202, or MHIS-P203   
Department Code:     LART  
Location:     Boston Campus  
",Concert Music after 1945,"A survey course offering an overview of musical trends that have dominated concert music since World War II, with emphasis on symphonic and chamber music. Recent trends including minimalism, post-Webern serialism, chance and indeterminacy, electronic music, world music, neoromanticism, avant-garde experimentalism, multimedia, and others will be discussed. Pieces by composers John Adams, Takemitsu, Stockhausen, Penderecki, Schnittke, Torke, Cage, Feldman, Harbison, Xenakis, Reich, and others will be studied and analyzed.",2 credit(s),MHIS-361
"Course Chair:     Simone Pilon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All degree students and CWPR and FILM diploma students not taking MHIS-201 or MHIS-P202   
Electable by:     All  
Prerequisites:     CM-211 or CM-251, and LENG-111   
Department Code:     LART  
Location:     Boston Campus  
",History of Music in the European Tradition: Chronology ,"In this course, students will explore the art music of Europe and the United States. The course will address such important trends as the evolution of counterpoint, the birth of opera, and the emergence of post-tonal compositional practices, using a selection of repertoire spanning the Middle Ages to the present. Students will finish the course with a clear understanding of how the polystylistic music of the twenty-first century has evolved from past practices. Additionally, students will develop a greater understanding of how other cultural forces have shaped musical practice in the West.This course provides a chronological survey of the history of Western classical music.",2 credit(s),MHIS-P203 
"Course Chair:     Simone Pilon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All degree students and CWPR and FILM diploma students not taking MHIS-P202 or MHIS-P203   
Electable by:     All except COMP and MUED majors  
Prerequisites:     Prerequisities: CM-211 or CM-251, and LENG-111  
Department Code:     LART  
Location:     Boston Campus, Valencia (Spain) Campus  
",History of Music in the European Tradition: Topics ,"In this course, students will explore the art music of Europe and the United States. The course will address such important trends as the evolution of counterpoint, the birth of opera, and the emergence of post-tonal compositional practices, using a selection of repertoire spanning the Middle Ages to the present. Students will finish the course with a clear understanding of how the polystylistic music of the twenty-first century has evolved from past practices. Additionally, students will develop a greater understanding of how other cultural forces have shaped musical practice in the West.This course will explore specific topics in the history of Western classical music in a chronological order.",2 credit(s),MHIS-201
"Course Chair:     Simone Pilon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     COMP majors and MUED majors  
Electable by:     COMP majors and MUED majors  
Prerequisites:     LENG-111; and CM-212 or CM-252, and either CP-210 or CP-212  
Department Code:     LART  
Location:     Boston Campus  
",General Music History 2,This course is a survey of the major styles in Western and non-Western music from the early classical period to the present.,2 credit(s),MHIS-252
"Course Chair:     Simone Pilon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     None  
Electable by:     All  
Prerequisites:     LENG-111 and any MHIS-220-level course   
Department Code:     LART  
Location:     Boston Campus, Inside Berklee Courses (Online), Blended (Campus + Online)  
",History of Rock Music,"A survey of rock music from its origins to the present. Lectures will focus on musical distinctions among the substyles present in the genre, and will include audio and video clips of major artists and trendsetters. Literary, sociological, and other cultural aspects of this music will also be discussed. Students will be able to take advantage of access to extensive research materials available outside the classroom.",2 credit(s),MHIS-322
"Course Chair:     Simone Pilon  
Semesters Offered:     Spring Only  
Required of:     None  
Electable by:     All  
Prerequisites:     LENG-111  
Department Code:     LART  
Location:     Boston Campus  
","African American Music, History, and Culture  Contemporary Connections","This course focuses on the indelible impact the African musical and cultural aesthetic has had on the formation of America's contemporary music soundtrack and popular culture. The course closely examines the intersection of race, class, and gender as it pertains to the emergence of different sounds, including Atlantic, Philly, Stax, Motown, and Buddha, as well as gospel music in traditions such as Baptist, Church of God in Christ, Full Gospel, and the holiness movement. The course will also focus specifically on those African American musical artists who responded musically to the civil rights movement.",2 credit(s),MHIS-341
"Course Chair:     Simone Pilon  
Semesters Offered:     Spring Only  
Required of:     None  
Electable by:     All  
Prerequisites:     LENG-111 and MHIS-201, MHIS-P202, or MHIS-P203   
Department Code:     LART  
Location:     Boston Campus  
",Music of Women Composers,"A survey course on the female contribution to the art of music from the Middle Ages to the present. Emphasis will be placed on the changing roles of, and attitudes towards, women as composers, performers, teachers, writers, instrument builders, patrons, etc. More specifically, this class will be conducted within a historical framework of contexts and perspectives; thus we will examine the achievements of women musicians in the light of societal expectations, impositions, limitations, and attitudes.",2 credit(s),MHIS-347
"Course Chair:     Simone Pilon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     All degree students and CWPR and FILM diploma students not taking MHIS-201 or MHIS-P203   
Electable by:     All  
Prerequisites:     CM-211 or CM-251, and LENG-111   
Department Code:     LART  
Location:     Boston Campus  
",History of Music in the European Tradition: Iconic Works ,"In this course, students will explore the art music of Europe and the United States. The course will address such important trends as the evolution of counterpoint, the birth of opera, and the emergence of post-tonal compositional practices, using a selection of repertoire spanning the Middle Ages to the present. Students will finish the course with a clear understanding of how the polystylistic music of the twenty-first century has evolved from past practices. Additionally, students will develop a greater understanding of how other cultural forces have shaped musical practice in the West.This course explores the history of Western classical musicthroughthe lens of several composers and their works.",2 credit(s),MHIS-P202 
"Course Chair:     Simone Pilon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     None  
Electable by:     All  
Prerequisites:     LENG-111  
Department Code:     LART  
Location:     Boston Campus, Valencia (Spain) Campus  
",Music of the African Diaspora in the United States: Icons ,"This course explores the evolution of contemporary American music from the perspective of its African musical roots to various incarnations in the United States, evolving primarily from the interaction of African and European cultures. Important trends will be covered, including the incorporation of African aesthetics into a succession of new and evolving styles, the role of African cultural values in the development of American culture and music, the blues, the evolution of African-American ensemble styles, the development of collective improvisation, African contrapuntal, harmonic and polyrhythmic principles, and syncretic processes influencing the development of American music. Music and traditions from pre-15th century Africa through the development of the roots of contemporary music in the 19th and 20th century, to the present day will be explore. This course explores the music of the African Diaspora in the United States through the lens of iconic people and works.",2 credit(s),MHIS-P222
"Course Chair:     Anne Peckham  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     LENG-111  
Department Code:     VOICE  
Location:     Boston Campus  
",History of American Musical Theater,"This survey course presents students with an overview of the history of musical theater in the United States. Using a chronological approach to the study of musical theater, starting with an overview of the traditions on which musical theater is based, the course then works through the twentieth century with a focus on the socioeconomic and cultural realities of each period and how they are reflected in the development of musical theater. Students learn about particularly influentialtheaters, producers, writers, composers, and performers.Students also explore the genre as commerce and art form.",2 credit(s),MHIS-P325
"Course Chair:     Simone Pilon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     None  
Electable by:     All  
Prerequisites:     LENG-111  
Department Code:     LART  
Location:     Boston Campus, Valencia (Spain) Campus  
",Music of the African Diaspora in the United States: Topics,"This course explores the evolution of contemporary American music from the perspective of its African musical roots to various incarnations in the United States, evolving primarily from the interaction of African and European cultures. Important trends will be covered, including the incorporation of African aesthetics into a succession of new and evolving styles, the role of African cultural values in the development of American culture and music, the blues, the evolution of African-American ensemble styles, the development of collective improvisation, African contrapuntal, harmonic and polyrhythmic principles, and syncretic processes influencing the development of American music. Music and traditions from pre-15th century Africa through the development of the roots of contemporary music in the 19th and 20th century, to the present day will be explore. This course will explore specific topics relating to the Music of the African Diaspora in the United States in a chronological order.",2 credit(s),MHIS-P221
"Course Chair:     Simone Pilon  
Semesters Offered:     Fall, Spring, Summer  
Required of:     None  
Electable by:     All  
Prerequisites:     LENG-111  
Department Code:     LART  
Location:     Boston Campus, Valencia (Spain) Campus  
",Music of the African Diaspora in the United States: Chronology ,"This course explores the evolution of contemporary American music from the perspective of its African musical roots to various incarnations in the United States, evolving primarily from the interaction of African and European cultures. Important trends will be covered, including the incorporation of African aesthetics into a succession of new and evolving styles, the role of African cultural values in the development of American culture and music, the blues, the evolution of African-American ensemble styles, the development of collective improvisation, African contrapuntal, harmonic and polyrhythmic principles, and syncretic processes influencing the development of American music. Music and traditions from pre-15th century Africa through the development of the roots of contemporary music in the 19th and 20th century, to the present day will be explore. This course takes a chronological approach to the topic of music of the African Diaspora in the United States.",2 credit(s),MHIS-P223 
"Course Chair:     Simone Pilon  
Semesters Offered:     Fall Only  
Required of:     None  
Electable by:     All  
Prerequisites:     LENG-111 and any MHIS-220-level course   
Department Code:     LART  
Location:     Boston Campus  
",Survey of Brazilian Music History ,"This course is a survey focusing on stylistic analysis and a contextualizing cultural exploration of the various socio-historical circumstances that have characterized Brazilian music throughout its evolution from the slave-trade defined colonial era, via the emergence of a unified national, mainstream musical identity around the early 20th century, and into its current cosmopolitan stylistic landscape. It features discussion of national as well as regionally-defined genres, introductions to representative artistic figures and their works, and places particular emphasis on the historical as well as ongoing creative exchanges among European-, Indigenous-, and African-derived musical traditions in the formation of Brazils musical identity. The particular impact of Brazilian popular music on the international stage will be also examined from a variety of perspectives.The class discussion includes extensive audio/visual materials, as well as weekly readings drawing on a variety of journalistic and academic sources.",2 credit(s),MHIS-P343
"Course Chair:     Richard Carrick  
Semesters Offered:     Spring Only  
Required of:     None  
Electable by:     All  
Prerequisites:     CM-211 or CM-251 and CP-210  
Department Code:     COMP  
Location:     Boston Campus  
",Maurice Ravel: The Man and His Music,"This course surveys the life and music of Maurice Ravel, one of the most important and influential composers of the 20th century. The class will include weekly listening and reading assignments with score study and analysis. We will watch videos of his ballet Daphnis et Chlo and his two operas, and students will write papers and give class presentations of his work. In addition to musical study, this class will be a historical survey of the era which Ravel lived and will include discussions and reading assignments about art, dance, literature, and political events that influenced his musical style.",2 credit(s),MLAN-250
"Course Chair:     Richard Carrick  
Semesters Offered:     Fall, Summer  
Required of:     None  
Electable by:     All  
Prerequisites:     CM-212, and CP-210 or CP-211  
Department Code:     COMP  
Location:     Boston Campus  
",Dmitri Shostakovich: His Music and Life,"This course combines historical, theoretical, and psychological aspects of research on the life of Dmitri Shostakovich and the majority of his works. Special attention is devoted to the symphonic and theater works with detailed analysis of the principles of musical and theatrical dramaturgy and emphasis on style, form, and musical language. Videotapes with excerpts of performances of the composer's operas, ballets, and symphonic works, as well as passages from rare documentary films, are an integral part of the course.",2 credit(s),MLAN-266
"Course Chair:     Richard Carrick  
Semesters Offered:     Fall, Spring, Summer  
Required of:     COMP majors  
Electable by:     All  
Prerequisites:     CM-212 or CM-252  
Department Code:     COMP  
Location:     Boston Campus  
",Analysis of Classical and Romantic Music,Analysis of representative works from the classical and romantic periods. Emphasis on compositional practice and stylistic distinction.,2 credit(s),MLAN-311
"Course Chair:     Richard Carrick  
Semesters Offered:     Fall Only  
Required of:     None  
Electable by:     All  
Prerequisites:     CM-212, and CP-210 or CP-211  
Department Code:     COMP  
Location:     Boston Campus  
",Traditional Composition Forms in the 20th Century 1,"A comprehensive survey of the forms that originated in the Renaissance, baroque, and classical periods, and their development and use by composers of the 19th and 20th centuries. Isorhythm, ground bass, variation passage, and fugue are traced in detail from their earliest use to the 20th century.",2 credit(s),MLAN-315
"Course Chair:     Richard Carrick  
Semesters Offered:     Spring Only  
Required of:     None  
Electable by:     All  
Prerequisites:     CM-212, and CP-210 or CP-211  
Department Code:     COMP  
Location:     Boston Campus  
",The Music of John Cage and Morton Feldman: SoundTimeProcess,"John Cage and Morton Feldman were two of the most influential composers of the 20th century. This course is designed to acquaint students with their philosophies, their relationship to visual art and poetry, and, most importantly, their unique and original compositional techniques.",2 credit(s),MLAN-320
"Course Chair:     Carl Riley  
Semesters Offered:     Fall, Spring, Summer  
Required of:     None  
Electable by:     All  
Prerequisites:     HR-211  
Department Code:     PERF  
Location:     Boston Campus  
",Analysis of Progressive Rock Music,"Analysis of progressive rock music from 1967present. The influence of compositional and orchestral techniques and use of acoustic instrumentation. The fusion of standard rock styles and classical music forms, including opera (Tommy, Jesus Christ Superstar, Wings of Man). Analysis of rhythmic and harmonic devices. Groups to be discussed will include Yes, Genesis, Pink Floyd, King Crimson, Kansas, and Emerson, Lake & Palmer.",2 credit(s),MLAN-335
