category,credits,description,title
Life Sciences,2,"Provides a forum for different disciplines and interests to assess and evaluate current environmental topics. Provides a service-learning component and encourages student and faculty interaction with local, regional, and national environmental advocates. Develop applied research skills as well as oral and written skills. In Ad-dresses environmental issues from a scientific basis, as well as socioeconomic and political aspects.",LSC 201: Environmental Forum 
Life Sciences,4,"Engages in theory, principles, and practices of Sustainability. Includes discussions on maintaining ecological and environmental health, creating economic welfare, and ensuring social justice. Course can be taken with an optional (with additional cost) component featuring travel to Cuba. Intermediate.",LSC 240: Sustainability Through Community Engagement
Life Sciences,4,Addresses the biological functions of the human body. An introduction to cellular processes will be followed by consideration of the organ systems. Emphasis will be given to neural and endocrine homeostatic control. Technology use occasional. General Education: Investigations in Science and Technology. Prerequisite: 100 level LSC course or permission of the instructor. Intermediate.,LSC 250: Human Physiology
Life Sciences,4,"Provides fundamental and first-hand knowledge of tropical-ecosystems in terms of biological, ecological and evolutionary principles. Examines socioeconomic consequences of development, ecotourism and conservation issues. Comparisons will be made between neotropical systems and local temperate environment. Field studies and a service-learning project will be completed while in Belize. Prerequisite: Introductory level LSC or PSC course, or by permission of the instructor. Intermediate.",LSC 252: Tropical Ecology
Life Sciences,4,"Learn marine flora and fauna and their interrelationships with the physical, chemical, and geological factors in the marine system. Attention given to gaining comprehensive knowledge of basic ecological systems, food chains, taxonomy, pollution, and biological resources of the ocean. Technology use occasional. General Education: Investigations in Science and Technology. Prerequisite: 100 level LSC course or permission of the instructor. Intermediate.",LSC 254: Introduction to Marine Biology
Life Sciences,4,"Covers an overview of the biology of dinosaurs including comparative anatomy of vertebrates, evolutionary theory, geological time, fossil formation, cladistics, extinction theories and a survey of the major groups of dinosaurs, including birds. Also touches on critique of portrayal of dinosaurs in fiction, film and childrens books. Intermediate.",LSC 258: Dinosaur Biology
Life Sciences,4,"Considers reproductive physiology and endocrinology related to sexuality, menstrual and ovarian cycles, pregnancy, fetal development, labor, delivery, and nursing. Analyzes factors that maintain normal conditions for development, regulation and assessment. Technology use occasional. General Education: Investigations in Science and Technology. Prerequisite: HS biology or LSC 153 or permission of the Instructor. Intermediate.",LSC 280: Biology of Reproduction
Life Sciences,4,"Explores the fundamental characteristics of diseases and the mechanisms by which they arise. Reviews the structure and function of the body followed by emphasis of the role of the immune system in disease and repair. Considers the ecology, history and pathophysiology of a selection of infectious and genetic diseases. Technology use extensive. Prerequisite: LSC 153 or permission of the Instructor. Advanced.",LSC 302: Human Diseases
Life Sciences,4,"Focuses on chromosome structure and function, the basis and con-sequences of mutation, and metabolic pathways regulated through gene action. Topics include population genetics, genetic diseases, gene manipulation and current issues in human genetics. Technology use extensive. Prerequisite: LSC 153 or LSC 250 . Advanced.",LSC 305: Human Genetics
Life Sciences,4,"Studies New England flora and fauna with emphasis on habitat and field identification techniques. Local geology is also covered. Includes trips to representative habitats, designing and teaching a class at a local school and, as the culminating project, submitting a field guide of the Muddy River. Prerequisite: LSC 151. Advanced.",LSC 330: New England Ecology
Literature,4,"Introduces students to the history, art and writings of Latinos in the United States by studying the contributions of Mexicans, Puerto Ricans, Cubans and Dominicans. Topics covered include Latino approaches to space, identity, and sexuality. Readings include short stories, poetry, biographies and academic essays. Knowledge of Spanish is helpful, but not required. General Education: Perspectives on Diversity, Self & Society or Languages and Literature. Introductory.",LIT 140: Latino Literature & Culture in the US
Literature,4,"Explores the work of women writers from the 18th century to the present, including poetry, essays, short fiction, drama, and novels. Emphasis on female identity, creativity, coming of age, race, and feminist literary criticism. General Education: Languages and Literatures. Introductory.",LIT 145: Women in Literature
Literature,4,Introduction to the work of a major Russian author. Russian literature has long responded to two fundamental questions: What is to be done? Who is to blame? Consider how the author under consideration addresses these questions as well as their own responses. General Education: Critical Thinking and Languages and Literatures. Introductory.,LIT 147: Questioning Russian Authors
Literature,4,"Introduces students to the short story genre and methods employed by authors to craft successful short stories. Focuses on elements of short fiction such as character, plot, point of view, description, and style, and how these elements contribute to a storys effect. Re-quires students to engage in both analytical and creative writing. General Education: Languages and Literatures OR Creativity and the Arts. Introductory.",LIT 150: Introduction to the Short Story
Literature,4,"Introduces students to close reading and critical analysis of literary texts from major genres of literature (lyric poetry, drama, novel, short story). Considers historical context of themes that are adapted, transformed, and rethought at critical moments in literary history. General Education: Languages and Literature. Completion of or exemption from ENG 120.). Introductory.",LIT 170: Introduction to Literature
Literature,4,"Compares cinematic and literary treatment of a story. Emphasis on literary and film history, and on comparing language, structure and technique of film and fiction. Works may include Shakespeare, 19th novels such as Frankenstein, or recent works, such as Be-loved. Integrated Humanities course. General Education: Languages and Literatures. Prerequisite: Completion of or exemption from ENG 120. Introductory.",LIT 180: Film and Fiction
Literature,4,"Examines exemplary responses to the Holocaust in a variety of genres by writers and filmmakers. Reviews the basic historical background and examines testimonials by death camp survivors as well as imaginative responses in various media: poetry, short story, graphic novel, and film. Intermediate.",LIT 212: Literature of the Holocaust
Literature,4,"Surveys American literature from beginnings to the present. Includes study of Native American narratives and poetry, Puritan writers, American Renaissance, modernism, Harlem Renaissance, and contemporary writers. Emphasis on distinctive themes of American literature, such as individualism, democracy, and equality. General Education: Upper Level Writing (after ENG 121, ) and Languages and Literatures or Self and Society. Prerequisite: Completion of or exemption from ENG 120. Intermediate.",LIT 215: Survey of American Literature
Literature,4,"Analyzes literature of the Caribbean in cultural and historical con-texts. May include writers from Jamaica, Trinidad, Haiti, Barbados, Guyana, Cuba, Guadeloupe, Puerto Rico. Emphasizes concerns of island writers, including Indian cultures, slave life, African heritage, folk material, colonialism, and independence movements. General Education: Languages and Literatures AND Perspectives on Diversity. Integrated Humanities course. Global Perspectives course. Intermediate.",LIT 226: Literature and History of the Caribbean
Literature,4,"Introduces literature of English Renaissance of 16th century, beginning with English revisions of Italian poetry, placing achievements of Wyatt, Sidney, Shakespeare, and Spenser in context of tumultuous changes in religion, renaissance humanism, power of the court, growth of London, Tudor style, a female monarch, voyages of discovery, and influences of classical literature. Integrated Humanities course. General Education: Upper-Level Writing (after ENG 121,) and Languages and Literatures or Historical Perspectives. Integrated Humanities course. Intermediate.",LIT 240: The Renaissance in England
Literature,4,"Surveys Native American literature from oral narratives, to 19th century autobiography and speeches, to contemporary novels and poetry. Topics include ways of telling stories and writing, identity, and connections to tribal and American history. General Education: Upper Level Writing and Perspectives on Diversity and Languages and Literatures. Intermediate.",LIT 245: Native American Literature
Literature,4,"Surveys African-American literature from slave narratives through contemporary novels and poetry. Topics, periods, and genres include slave narratives, late nineteenth-century novels, poetry of the Harlem Renaissance, the 1960s, and contemporary drama, fiction and poetry. General Education: Languages and Literatures AND Perspectives on Diversity. Intermediate.",LIT 246: African-American Literature
Literature,4,"Studies the achievement of a single author. Selected works by one writer are studied to consider the authors artistic development, vision of reality, persistent themes, and value to 21st century readers. May be repeated for credit. General Education: Languages and Literatures and Upper-Level Writing (after ENG 121). Intermediate.",LIT 249: Major Author
Literature,4,"Studies Shakespeares plays in historical context and on stage and screen. Emphasizes plays as reflections of Renaissance culture in England. Focuses on language of the plays, genre (comedy, tragedy, history, romance), and gender roles. May focus on comedy or tragedy, analysis of one play in historical context, or Shakespeare films. General Education: Creativity and the Arts or Languages and Literatures. Intermediate.",LIT 262: Shakespeare
Literature,4,"Introduction to the epic poems of the ancient world. Topics include changing nature of heroism, oral vs. literate poetry, social function of the epic, myth and epic, representation of evil and the monstrous, and gender. Considers the historical and cultural contexts in which epics were composed. General Education: Upper Level Writing and Languages and Literatures. Intermediate.",LIT 263: The Epic: Heroes and Monsters
Literature,4,"Offers opportunity for intensive study of selected novels. Novels are studied in historical context, and differing critical approaches to the works are reviewed. May be repeated for credit. Prerequisite: One course in literature or permission of the instructor. Intermediate.",LIT 288/388: Studies in the Novel
Literature,4,"Examines epics and romances in medieval literature from the 10th to the 14th century. Focuses on changing ideals of heroism and in-creasing importance of romantic love to those ideals. Considers chivalric society, the role of women, the function of kinship, church, and feudalism in organizing social ties. General Education: Upper Level Writing (after ENG 121) and Languages and Literatures. Intermediate.",LIT 301: Medieval Literature: Epic and Romance
Mathematics and Math/Science,4,"Applies mathematics to understanding social and personal issues, with some sections focusing on a theme. Mathematical concepts include percentages, ratios and proportions, probability, descriptive statistics, and functions. Emphasizes mathematical process; uses mathematical software. Meets three periods per week, with an additional study group led by a math leader. General Education: Foundations of Knowledge and Inquiry Mathematics. Introductory.",MAT 120: Quantitative Reasoning 
Mathematics and Math/Science,4,"Deepens understanding of Number and Operation; Algebraic Thinking; Geometry and Measurement; and Probability and Data Analysis. Emphasizes problem-solving, justifying reasoning, mathematical communication, representation, and mathematical connections. Intended for prospective teachers. Three-semester sequence, meets three periods per week, with an additional study group led by a math leader. General Education: Foundations of Knowledge and Inquiry Mathematics.","MAT 130/131/132: Concepts and Processes I, II, and III"
Mathematics and Math/Science,4,"Two semester intensive version of the Concepts and Processes Sequence (Math 130/131/132), intended for well-prepared students. Meets three periods per week, with an additional study group led by a math leader. Prerequisite: Passing Entry Exam. General Eduction: Foundations of Knowledge and Inquiry Mathematics. Introductory.",MAT 140/141: Intensive Concepts and Processes I and II
Mathematics and Math/Science,4,"Studies trigonometry, complex numbers, polynomials, rational functions and analytics geometry. Focuses on problem solving, constructing mathematical models, mathematical reasoning, asking questions, and making connections between topics. Offered for OnCampus Boston students who intend to major in science, engineering or a business-related field..",MAT 165: Precalculus
Mathematics and Math/Science,4,"Develops understanding of elementary statistical techniques needed in behavioral sciences. Includes frequency distributions, graphs, measures of central tendency and variability, percentiles and standard scores. Emphasis on sampling theory, hypothesis testing and drawing conclusions about a population from sample data. Includes study group. General Education: Foundations of Knowledge and Inquiry Mathematics. Prerequisites: MAT 120. Introductory.",MAT 170: Statistics for the Behavioral Sciences
Mathematics and Math/Science,4,"Uses crochet, quilts, temari and other fiber arts to explore pattern, symmetry, curvature and other mathematical concepts from spherical, hyperbolic and two- and three- dimensional Euclidean geometries, as well as topics from graph theory and algebra. Includes hands-on projects and computer designs. No experience necessary. General Education: Fulfills Quantitative Reasoning and Mathematical Thinking. Introductory.","MAT 186: Math with Crochet, Quilts and Temari"
Mathematics and Math/Science,4,"Studies mathematical ideas in literate and oral cultures. Expands students understanding of numbers, arithmetic operations, patterns and geometry concepts. Emphasizes reasoning and problem solving and recognizing the contributions of different cultures to the development of mathematics. Possible topics include numbers systems, geometry, games, and calendars. General Education: Fulfills Foundations of Knowledge and Inquiry Mathematics. Introductory.",MAT 187: Mathematics from Many Cultures
Mathematics and Math/Science,4,"Uses puzzles and games to explore mathematical topics from logic, geometry, number theory, combinatorics, probability, and/or other areas. Puzzles may include Sudoku, Ken Ken, Rubiks Cubes, dis-section puzzles, magic squares, and/or mazes. Games may include Mastermind, Mancala, Blokus, Tic Tac Toe, Dots and Boxes, poker, Set and/or Yahtzee. General Education: Fulfills Quantitative Reasoning & Mathematical Thinking. Introductory.",MAT 188: Math Through Puzzles and Games
Mathematics and Math/Science,4,"Presents fundamental concepts of calculus geometrically, numerically and algebraically. Topics include functions, the derivative and an introduction to the integral. Attention is given to using calculus to solve realistic problems. Extensive use of technology. General Education: Fulfills Quantitative Reasoning & Mathematical Thinking. Introductory.",MAT 198: Calculus I
Mathematics and Math/Science,4,"Presents fundamental concepts of calculus geometrically, numerically and algebraically. Topics include integration, differential equations, and sequence/series. Attention is given to using calculus to solve realistic problems. Continuation of MAT 198. Extensive use of technology. Introductory.",MAT 199: Calculus II
Mathematics and Math/Science,4,"Explores properties of number, operations, functions, and equations in both familiar and unfamiliar contexts. Emphasizes deepening student understanding of fundamental mathematics, as well mathematical processes. Topics include modular arithmetic; Fer-mats Theorem; number theory functions; linear, exponential, and polynomial functions; and solving equations. Extensive use of technology. Prerequisite: MAT 132 or MAT 141 or permission of instructor. Intermediate.",MAT 230: Algebra and Number Theory 
Mathematics and Math/Science,4,"Explores topics such as symmetry, tessellations, polyhedra, topology and Non-Euclidean Geometries. Emphasizes using physical and computer models to create meaning, developing problem solving and communication skills, and constructing convincing mathematical arguments. Includes historical information and connections to art. Extensive use of technology. Prerequisite: MAT 131 or MAT 141 or permission of instructor. Intermediate.",MAT 245: Geometry
Mathematics and Math/Science,4,"Emphasizes descriptive and inferential statistics, with examples chosen from natural and social sciences and mathematics. Includes an introduction to probability, regression, and chi squared testing. Designed for Math/Science majors and minors. Not open to students who have completed MAT 170. Intermediate.",MAT 255: Probability and Statistics
Mathematics and Math/Science,4,"Examines mathematical problems and solutions in different historical periods and cultures. Studies some of the following: Egyptian, Babylonian, Chinese, Native American, Hindu and European mathematics from prehistoric times through the Renaissance. Considers the lives of mathematicians and contributions of both men and women. Prerequisite: MAT 230 or 245, preferably both. Advanced.",MAT 335: History of Mathematics
Mathematics and Math/Science,4,"Studies some of the following: counting techniques, logic and mathematical proof, recurrence relationships, the art of enumeration. Topics include permutations and combinations, graph theory and applications to other areas of mathematics. Moderate use of technology. Prerequisite: MAT 230 or permission of instructor. Advanced.",MAT 340: Discrete Mathematics
Mathematics and Math/Science,4,"Provides an opportunity to work on challenging, open-ended problems while exploring one or several mathematical topics in depth. Topics drawn from different areas of mathematics. Includes projects and presentations; uses technology. Prerequisite: Two inter-mediate or advanced mathematics courses, Junior or Senior standing. Advanced.",MAT 390 : Mathematics Seminar 
Multilingual Education,4,"Develops and applies knowledge of language structure and second language acquisition to effective instruction and assessment for English language learners (ELLs). Considers cultural, classroom, and policy contexts that support effective and equitable education for ELLs. Includes fieldwork for classroom observation and instruction assignments. Prerequisites: Passing scores on the WLCE, EDU 201 and 255.",MLE 301: Sheltered English Immersion (SEI) I: Second Language Acquisition in Context
Multilingual Education,4,"Introduces design and implementation of early childhood sheltered lessons that integrate content and academic language goals. Provides experience in differentiating instruction for ELLs at different proficiency levels. Develops strategies for advancing reading and writing skills of young ELLs. Includes lesson planning and implementation in early childhood practicum classrooms. Prerequisites: MLE 301, EDU 305 and 327. Corequisite: EDU 436.",MLE 302: Sheltered English Immersion (SEI) II: Early Childhood Literacy and Content Instruction
Multilingual Education,4,"Introduces design and implementation of PreK-8 sheltered lessons that integrate content and academic language goals. Provides experience in differentiating instruction for ELLs at different proficiency levels. Develops strategies for advancing reading and writing skills of ELLs. Includes lesson planning and implementation in PreK-8 practicum classrooms. Prerequisites: MLE 301, EDU 337. Corequisite: for Elementary Education majors EDP 447, for Special Education majors SPP 460 or 470.",MLE 303: Sheltered English Immersion (SEI) II: PreK-8 Literacy and Content Instruction
Multilingual Education,3,"Develops and applies knowledge of language structure and second language acquisition to effective instruction and assessment for English language learners (ELLs). Considers cultural, classroom, and policy contexts that support effective and equitable education for ELLs. Includes fieldwork for classroom observation and instruction assignments. Should be taken prior or concurrent with EDU 505.",MLE 501: Effective Sheltered English Immersion (SEI) I: Second Language Acquisition in Context
Multilingual Education,3,Introduces design and implementation of early childhood sheltered lessons that integrate content and academic language goals. Provides experience in differentiating instruction for ELLs at different proficiency levels. Develops strategies for advancing reading and writing skills of young ELLs. Includes lesson planning and implementation in early childhood practicum classrooms. Prerequisite MLE 501. Corequisite: EDP 526.,MLE 502: Effective Sheltered English Immersion (SEI) II: Early Childhood Literacy and Content Instruction
Multilingual Education,3,Introduces design and implementation of PreK-8 sheltered lessons that integrate content and academic language goals. Provides experience in differentiating instruction for ELLs at different proficiency levels. Develops strategies for advancing reading and writing skills of ELLs. Includes lesson planning and implementation of PreK-8 practicum classrooms. Prerequisite: MLE 501.,MLE 503: Effective Sheltered English Immersion (SEI) II: PreK-8 Literacy and Content Instruction
Multilingual Education,3,"Explores cultural and linguistic factors affecting academic development of ELL children in grades preK-6. Develops skills for planning lessons in mathematics, science, social studies, and literacy with content and English learning objectives. Emphasizes adaptation of materials for ELLs and assessment of learning in both English and academic content.",MLE 525: ELL Content Instruction
Multilingual Education,3,"Examines the use of the WIDA and other assessments to plan ESL instruction for children at different proficiency levels. Develops skill at ESL instruction using sensory, graphic and interactive sup-ports. Explores how to incorporate funds of knowledge and family support into the ESL curriculum.",MLE 530: Supporting and Assessing Second Language Development 
Multilingual Education,3,"Explores theories and research in first and second language acquisition in a variety of sociocultural contexts. Examines stages of second language acquisition with attention to contextual and individual factors affecting pace and outcomes. Considers develop-mental trajectories in phonology, grammar, lexicon and pragmatics, as well as in receptive and expressive language.",MLE 535: First and Second Lang Acquisition 
Multilingual Education,0,"Consolidates background in theory, research, and practice related to ESL instruction. Addresses core concepts in linguistics, language acquisition, sociolinguistics and literacy; examines practices for academic language and literacy development and assessment. Surveys Sheltered Immersion and other ELL instructional approaches. Prerequisite: Builds upon knowledge developed in HDF 702, MLE 530, 535, and RDG 530 which are pre- or corequisites. Candidates should take this course to prepare for the ESL or SEI MTEL prerequisite.",MLE 540: Professional Knowledge for English as a Second Language Teaching
Music,4,"Examines the phenomenon of the arts and social protest from a humanistic, interdisciplinary perspective. Provides students with an understanding of historical and contemporary views of social protest, and studies examples of music, and music as it is used in dance, drama and film, within global communities. General Education: Foundations of Critical Thinking. Creativity & the Arts OR Ethics and Social Justice. Introductory.",MUS 115: Rhythm and Resistance
Music,4,"Offers opportunities to explore formal elements such as rhythm, melody, and harmony. Major musical styles and lives of great composers in relation to their historical and cultural contexts. Emphasis on western art music, but popular music styles and music of other cultures also considered. General Education: Creativity and the Arts. Introductory.",MUS 126: Introduction to Music
Music,4,"Surveys music in the popular idiom from Stephen Foster to Tin Pan Alley to Big Band and Broadway, through jazz and on to rock music and rap. General Education: Creativity and the Arts. Introductory.",MUS 130: American Popular Music: 1850s-1990s
Music,4,"Integrated ensemble approach combines electronic keyboards, percussion instruments and handbells. Keyboard technique, rhythm, melody, chords and harmony, with goal of group performance. General Education: Creativity and the Arts. Introductory.",MUS 150 : Handbell Performance
Music,1,"Rehearsal and performance of standard symphonic orchestra repertoire. Enrollment is by audition. (One credit optional, may be repeated for a maximum of four credits).",MUS 155: COF Orchestra
Music,4,"Studies music, lyrics, texts written for European and American stage. Focuses on opera and the mature musical. Includes participation in/observation of Wheelock Family Theatre musical production. General Education: Creativity and the Arts. Intermediate.",MUS 220/THE 220: Musical Theatre
Music,4,"Examines the music of black Americans over 200 years, with emphasis on the impact of African rhythm and instrumentation on African-American music. Genres include jazz, spirituals, ragtime, big bands, bebop and rap music. Places music in context of social, historical, cultural, and political realities of African-American life. General Education: Perspectives on Diversity and Creativity and the Arts or Historical Perspectives. Intermediate.",MUS 230 : Music of Black Americans
Music,4,"Instructs and coaches students to achieve a working knowledge of the techniques of singing and the practical application of these techniques in performance. Students are introduced to a consistent practice of correct vocal productions in a systematic, graded course of student. Students engage as an ensemble and as individuals. General Education: Creativity and the Arts. Intermediate.",MUS 232: Vocal Performance
Music,4,"Focuses on developing proper alignment, refining style, enhancing phrasing and developing strength. Studies jazzs influential people and its history, including African-American influences, Jack Cole, Alvin Ailey, Jerome Robbins, Bob Fosse, Hollywood, and Broad-way. General Education: Creativity and the Arts. For the intermediate dancer.",MUS 235: Jazz Dance
Music,4,"Examines various world music traditions including Native American, Asian, African, and Eastern European. Considers the function of music in history, society, and culture outside of the traditional western European genres. Introduces ethnomusicology and its conceptual frameworks. Includes lecture, discussion, audio and audio-visual presentations. General Education: Perspectives on Diversity AND Creativity and the Arts. Intermediate.",MUS 240 : World Music Traditions
Music,4,"Explores ways music can be shared with children in various settings. Provides opportunity to learn songs and instrumental music of various styles and cultures suitable for use with children. Uses songs, games, rhymes, chants, clapping, recorders, keyboards, percussion, other instruments, computer music software. Intermediate. Prerequisite: junior or senior status",MUS 279: Music for Children
Music,4,"Examines the music of the Beatles and its cultural significance. Topics include musical influences, transition from touring band to studio artists producing more complex works, their significance within their cultural context. Emphasizes critical listening and thinking about music, critical reading of music criticism, and writings of the Beatles. Prerequisite: one music course, or by permission of the instructor. Advanced.",MUS 355: Music of the Beatles
Nonprofit Leadership,2,Learning to lead requires reflection. Reflect on leaders stories and case studies and apply principles of leadership these real life scenarios. Demonstrate the ability to apply these principles to self and to a leadership project that they are working on for this course.,NPL 120: The Leaders Journey
Nonprofit Leadership,2,"Covering the leaders role in community change, have the opportunity to reflect, problem solve, and apply knowledge of leadership to themselves, to their developing professional roles and gain in-sight as advocates for social change. Emphasizes understanding community development and working with groups through under-standing diverse perspectives, collaboration, shared purpose, and resolving controversy with civility. Prerequisite: HDP 122/123.","NPL 201: Leadership, Community and Change"
Nonprofit Leadership,4,"Focusing on leadership through a social change model, this course covers how to assess community need and engage with the community, while developing support for social change efforts. Students will explore the roles and challenges of leadership, how to plan and implement a change or advocacy effort as they develop skills and practical experience in group dynamics.",NPL 220: Community Leadership and Social Change
Nonprofit Leadership,3,"Develop a knowledge base for understanding leadership theories and forms of leadership, organizational theory, building an effective multicultural organization, knowledge of the decision making process, and how to create a mission-driven organization with a focus on excellence.","NPL 510: Organizational Leadership, Mission and Strategy"
Nonprofit Leadership,3,"Covering skills and knowledge needed for effective organizational governance, this course addresses issues such as legal and ethical aspects of management and leadership; effectively working with boards of directors and trustees; leadership succession; internal structure and policy making; laws and regulations; creating a culture of excellence; and maintaining an ethical workplace.",NPL 520: Organizational Governance
Nonprofit Leadership,3,"Provides a theoretical and practical knowledge of program planning and evaluation, basic marketing theories, logic modeling, change theory, and how to create and sustain effective programs and services.","NPL 530: Planning, Evaluation, and Marketing"
Nonprofit Leadership,3,"Covers financial analysis and planning, performance measurement and benchmarking, different accounting methods, government rules and regulations, identifying and assessing resources, and revenue generation and constraints.",NPL 540: Nonprofit Budgeting and Financial Management
Nonprofit Leadership,3,"Covers theories and foundations of change, growth and transformation; the decision-making process; theories of organizational, group and individual behavior in a change context; strategic planning; assessing and analyzing an organizations strategic/competitive position; and creating change that is inclusive of staff, board and the organizations various constituencies.",NPL 610: Leading Organizational Change
Nonprofit Leadership,3,"Focusing on the skills, knowledge and theories needed to create a high engagement, high expectations workplace that respects and encourages the talents and contributions of individuals from diverse backgrounds. Students will learn about emerging trends and examine theories of human behavior, issues relevant to supervision and leadership, and personnel management and governance.",NPL 620: Leading People
Nonprofit Leadership,3,Provides an understanding of how communication defines and drives mission based organizations. Organizational communication approaches and how they apply to nonprofit workplaces will be examined to understand strategies for effective communications. Students will develop tools and skills for communicating effectively with various constituencies and managing public relations activities.,NPL 630: Effective Organizational Communication
Nonprofit Leadership,3,"Covers the various sources of funding for nonprofits and higher education, students will learn about corporate, government and foundation funding; individual giving and contributions; and how to develop entrepreneurial subsidiaries to produce a new income stream.",NPL 640: Nonprofit Resource Development
Nonprofit Leadership,3,"Provides critical real-world learning experiences. First course of a 2-semester sequence, students work in groups addressing a priority, issue or service delivery challenge on an area of need identified by a partner nonprofit or higher education institution. Includes a bi-weekly on campus seminar. Prerequisite: Completion of 4 course foundation sequence.",NPL 710: Nonprofit Leadership Capstone I
Philosophy,4,"Explores Hinduism, Buddhism, Judaism, Christianity and Islam, focusing on their founders and important leaders, doctrines and rituals, historical and geographical development. Involves attending religious services and meetings. Global Perspectives Humanities course. General Education: Perspectives on Diversity and Up-per Level Writing for students who have completed ENG 121) and Self and Society or Ethics and Social Justice. Introductory.",PHL 150 : World Religions
Philosophy,4,"Introduction to philosophy by studying selected works of philosophers from antiquity to the present. Emphasizes sympathetic and critical understanding of classic texts in the Western philosophical tradition. General Education: Upper Level Writing for students who have completed ENG 121, and Historical Perspectives or Languages and Literatures. Introductory.",PHL 160 : Introduction to Philosophy
Philosophy,4,"Reflects upon contemporary moral issues from a philosophical perspective. Introduces major normative ethical theories and basic techniques of logical analysis. Focuses on topics such as sexual morality, abortion, capital punishment, euthanasia, racial equality, sexual equality, animal rights, global economic responsibility, environmental responsibility, the morality of war. General Education: Upper Level Writing for students who have completed ENG 121, and Self and Society or Ethics and Social Justice. Introductory.",PHL 170 : Contemporary Moral Issues
Philosophy,4,"Explores various ideologies of political authority and social justice, such as authoritarianism, individual democracy, communism, social, democracy and feminism. Focuses on such writers as Plato, Hobbes, Rousseau, Locke, Marx and Engels, Wollstonecraft and de Beauvoir. Examines current issues in light of diverse ideologies. General Education: Fulfills Upper Level Writing (after ENG 121). Also fulfills Ethics & Social Justice OR Self & Society. Intermediate.",PHL 205: Philosophies of Social Justice
Philosophy,4,"Examines central philosophical movements and texts of India and China. Focuses on close reading of the Upanishads, Bhagavad Gita, various Buddhist texts, the Analects, the Tao Te Ching. Global Perspectives Humanities course. General Education: Perspectives on Diversity and Upper-Level Writing for students who have completed ENG 121) and Self and Society; or Languages and Literatures. Intermediate.",PHL 215 : Asian Thought
Philosophy,4,"Examines major movements in American philosophy, focusing on works of representative thinkers, such as Hamilton, Madison, Jefferson, Emerson, Thoreau, S.B. Anthony, Pierce, James, Royce, M.L. King, Jr. General Education: Upper-Level Writing for students who have completed ENG 121) and Self and Society or Ethics and Social Justice. Intermediate.",PHL 230 : American Philosophy
Philosophy,4,"Surveys the diversity of cultural situations faced in the major epochs of Jewish history: the Biblical age, the Hellenistic age, the Talmudic age, the Judeo-Islamic age, the European age, and the Modern age. Focuses on close readings of representative texts conveying central Jewish ideas in each period. Integrated or Global Perspectives Humanities course. General Education: Perspectives on Diversity and Languages and Literatures or Historical Perspectives. Intermediate.",PHL 240: Great Ages and Ideas of the Jewish People
Philosophy,4,"Explores the experience associated with art, and considers the nature of artistic expression and of creativity. Through reading of selected philosophical texts, pursues an understanding of how we produce, perceive, and respond to art. Field trips to museums or performances. Required for Arts Majors. General Education: Up-per Level Writing for students who have completed ENG 121). Intermediate. Prerequisite: ENG 121, and one course in the arts or philosophy. Offered: fall. Intermediate.",PHL 254/ AMT 254: Aesthetics: Philosophy of the Arts
Physical Science,4,"Examines basic concepts of physics as they apply to the performance of Sports. Newtonian Mechanics including force and motion, thermodynamics, energy conservation, momentum, statistics, and biophysics will be explored through various sports such as baseball, football, hockey, track, basketball, soccer, and skiing. General Education: Investigations in Science and Technology. Introductory. Lab fee.",PSC 140: Physics of Sports
Physical Science,4,"Explores relationships among worlds in our solar system. Communicates accurate picture of structure and processes at work with-in the solar system. Integrates fundamental concepts from physics, chemistry, biology, and geology. Technology use occasional. General Education: Investigations in Science and Technology. Introductory. Lab fee.",PSC 161: The Solar System
Physical Science,4,"Examines relationships between science and other creative endeavors while exploring the natural world. Reviews elements of scientific process as well as humanistic aspects such as morality, expertise, and motivation. Utilizes lectures, labs and internet-based activities to investigate the materials and processes of the Earth. Includes semester long study of the Muddy River. Moderate use of technology. General Education: Investigations in Science and Technology. Introductory. Lab fee.",PSC 184: Science Inquiry and the Earth
Physical Science,4,"Studies and integrates physical and life science relating to process-es of planet and earth including scientific exploration, astronomy, ecology, earth systems, plants and animals, food chains, and technology. Includes experimentation, related readings, report writing, simulations, models and technology. Technology use occasional. General Education: Investigations in Science and Technology. Life Science and Physical Science. Introductory. Lab fee.",PSC 185: Discovering Planet Earth
Physical Science,4,"A laboratory focused course that uses laboratory experimentation to develop skills in data gathering, representation, analysis, and interpretation while considering topics such as motion, heat, light, waves and sound, and geological structure. Technology use occasional. General Education: Fulfills Self and Society or Investigations in Science and Technology. Introductory. Lab fee.",PSC 191: The Physical Universe
Physical Science,4,"Introduces concepts of inorganic and organic chemistry. Topics include structure, behavior and reactions of molecular matter, and identification and classification of matter. Has extensive laboratory component. Technology use occasional. General Education: Investigations in Science and Technology. Prerequisite: Completion of General Education Math. Intermediate.",PSC 251: Principles of Chemistry
Physical Science,4,"To understand the geological and physical processes that affects the human environment in catastrophic ways. Natural disasters are commonly exacerbated when intensive human activity expands into hazardous zones prone to natural disasters. Hazards will be examined in terms of science prediction, mitigation, avoidance, and public policy/safety issues. General Education: Investigations in Science and Technology. Intermediate.",PSC 255: Natural Disasters
