category,dates,description,title,avail seats,section,section status,days,times,credits,requires consent,instructor,room
Mathematics,01/18/2017 - 05/08/2017, 4 sem. hrs. Staff. , MATH 350 - Independent Study ,20,05,Open,N/A,N/A,4.00,Yes,Viktor Grigoryan,N/A
Mathematics,01/18/2017 - 05/08/2017, 8 sem. hrs. Prereq.: Consent of the department. , MATH 370 - Internship ,20,05,Open,N/A,N/A,4.00,Yes,Viktor Grigoryan,N/A
Mathematics,01/18/2017 - 05/08/2017," Bayesian Data Analysis is an approach to statistical inference that combines sample data with prior information about a parameter to guide the inference process. Building from the simplicity of Bayes Rule (published in 1763), It offers a more coherent and powerful approach to statistical inference than classical inference based upon p-values and confidence intervals. With the advent of new computational software Bayesian methods have become immmensely popular in all areas of application of statistics. Prerequisites: Math 118, substantial experience in probability (preferably Math 338) and some experience using the statistical software, R. ", MATH 391 - Special Topics Statistics/Biostatistics ,19,01,Open,"Monday, Wednesday",11:00AM-12:20PM,4.00,No,Mr. Robert N. Goldman,N/A
MBA in Health Care,01/24/2017 - 05/02/2017," Managerial Accounting is concerned with management control systems and the information they generate, as well as their role in management analysis and decision making. The course introduces costing techniques, responsibility accounting, the budget process, and information analysis. Attention is given to the interrelationship between internal measurement system and overall management planning, decision making, and control. ", MBAH 421 - Managerial Accounting ,47,01,Open,Tuesday,06:00PM-09:00PM,3.00,No,Ms. Susan W. Hass,N/A
MBA in Health Care,01/18/2017 - 05/08/2017," With health care spending in the United States consistently exceeding 17% of the national GDP (The World Bank) and the demand for health services continuing to increase, health care is experiencing significant growth while facing numerous challenges, including rising costs, increasing complexity and limited resources. In this course, students will learn to apply qualitative and quantitative principles of operations management to analyze health care processes, and to develop solutions to improve the quality and efficiency of health care delivery. Topics include reducing patient wait times, improving patient safety, streamlining process flows, assessing and analyzing outcomes and performance metrics, and generally improving health management processes. The course is organized around four key modules: 1) health care delivery system design, 2) health care quality and safety management, 3) day-to-day health care operations management, and 4) health care process improvement. ", MBAH 429 - HC Quality & Measurement ,47,01,Open,Wednesday,06:00PM-08:50PM,3.00,No,Yulong Li,N/A
MBA in Health Care,01/18/2017 - 05/08/2017," Health care organizations are continuously challenged to deal with a dynamic environment in which they are required to hold down costs, improve outcomes, meet the needs of challenging populations, increase transparency, and create value. This course introduces students to frameworks and methodologies for conducting strategic analyses to meet these challenges. It provides opportunities for devising innovative strategic recommendations for health care organizations. Its design is based on the National Center for Healthcare Leadership (NCHL) competency of strategic orientation: the 'ability to consider the business, demographic, ethno--cultural, political and regulatory implications of decisions and develop strategies that continually improve the long--term success and viability of the organization.' Students in this course will take the role of a strategic consultant, able to bring a senior leadership perspective and state-of-the-art techniques to this endeavor. ", MBAH 443 - HC Organizational Strategy ,33,01,Open,Monday,06:00PM-08:50PM,3.00,No,TBA,N/A
MBA in Health Care,01/18/2017 - 05/08/2017," Negotiation and conflict resolution are becoming more important in organizations today. In the past, you probably would use negotiation and conflict resolution skills only if your job entailed formal dealings with unions, suppliers and customers or as a financial deal maker. In other words, negotiation was a skill needed only by people that did it for a living. All that has changed in organizations today. If you analzye an organization through a political lens all interactions are basically negotiations. That means that as a leader, at whatever level, you are frequently operating in a situation where your responsibility exceeds your authority. You will need to negotiate with a range of internal and external stakeholders in order to get your job done. In network and team structures, you are but one voice among many. To get your agenda accomplished, you will need to negotiate to build alliances amond different stakeholders and constituencies. As organizations become more diverse demographically and culturally, the potential for conflict increases, requiring even more attention to ways of dealing with it. And in these challenging times, the need to negotiate resources and support for yourself and your group becomes even more critical. ", MBAH 470 - Negotiations and Problem Solving ,45,01,Open,Tuesday,06:00PM-08:50PM,3.00,No,Paula Gutlove,N/A
MBA in Health Care,01/18/2017 - 05/08/2017," Students wanting practical, hands-on experience may conduct a project or analysis of a local health care problem. This may include working on some special project or supporting an activity in a local hospital, health plan, or government agency. It may also include data collection and analysis. Alternatively, students may be seeking broad exposure to a health care organization and conduct a specific management project that benefits a sponsoring organization. Students will write a paper and make a final presentation to other students and faculty ", MBAH 501 - HC Practicum ,10,01,Open,N/A,N/A,3.00,Yes,Catherine J. Robbins,N/A
Management,01/18/2017 - 05/08/2017," Introduces the various functions, processes and activities of the manager in today's global marketplace. Emphasizes understanding the global economy, organizations and social responsibility, managing diversity, establishing ethical standards for decision-making and managing effective teams. Incorporates service learning, experiential exercises and case studies to help students observe, evaluate and apply managerial skills. ", MGMT 100 - Foundations of Business & Management ,5,02SL,Open,Thursday,06:00PM-08:50PM,4.00,No,Erin Macgeorge DeCurtis,N/A
Management,01/19/2017 - 05/08/2017," Completion of the basic mathematics competency requirement. Develops the ability to read, understand, analyze and interpret a company's financial statements. Also develops decision-making skills based on accounting information that may vary according to perspective, such as investor, creditor or manager. A required concurrent lab offers training and reinforcement in the use of Excel spreadsheets. ", MGMT 110 - Financial Accounting ,8,01,Open,"Monday, Thursday",04:30PM-05:50PM,4.00,No,Charlene P. Spiceland,N/A
Management,01/19/2017 - 05/08/2017, , MGMT 110L - Principles of Financial Accounting Lab ,8,01,Open,"Monday, Thursday",06:00PM-07:20PM,0.00,No,Charlene P. Spiceland,N/A
Management,01/18/2017 - 05/08/2017," Completion of the basic mathematics competency requirement. Explores problem-solving skills and decisions related to money across the many phases of your personal and professional lives, including what to buy, how to use credit and how to invest for the future. Provides skills for planning and achieving financial independence. Students develop a personal finance plan to help turn personal financial goals into reality. ", MGMT 112 - Personal Finance (formerly Your Money & Your Life.) ,5,01,Open,Tuesday,03:00PM-05:50PM,4.00,No,Kari Day,N/A
Management,01/19/2017 - 05/08/2017," Intermediate financial accounting examines the processes that culminate in the preparation of financial reports relative to the enterprise as a whole for use by parties both internal and external to the enterprise. This course includes a comprehensive study of Generally Accepted Accounting Principles and procedures underlying valuation, conceptual frameworks, information systems, and a deeper exploration of financial statement components such as income measurement and the preparation and evaluation of financial data. This course is relevant to preparation for the financial accounting sections of the CPA and CMA exams. ", MGMT 200 - Intermediate Accounting I ,7,01,Open,"Monday, Thursday",11:00AM-12:20PM,4.00,No,Charlene P. Spiceland,N/A
Management,01/18/2017 - 05/08/2017," Regardless of someone's role in business, education, health care, government, or any other sector, being able to manage projects successfully is a critical skill. A project is a unique set of activities meant to produce a defined outcome within an established period using a specific allocation of resources. This course provides an overview of concepts, tools, and techniques for planning, directing and controlling projects. It takes a multidisciplinary approach that comprises the quantitative analysis required to meet the technical, budget, and time constraints of projects as well as the behavioral and organizational factors critical to their successful completion. Students use case analysis and experiential exercises to supplement the coursework. ", MGMT 221 - Project Management ,0,01,Wlst,Wednesday,06:00PM-08:50PM,4.00,No,Deb Cote,N/A
Management,01/18/2017 - 05/08/2017," While many of the tasks associated with human resource management are centered in the Human Resources (HR) Department, all managers have HR responsibilities. This course will cover the broad range of topics associated with HR management, including how to analyze work and design jobs; how to plan for, recruit, select and retain a diverse workforce; how to train and develop employees; how to manage their performance, reward and motivate them; and how to do all of this in a globalized world. Students who plan to become managers or team leaders during their careers will be able to apply these insights to staffing, motivating, and developing their team members. ", MGMT 222 - Human Resources Management ,18,01,Open,Wednesday,11:00AM-01:50PM,4.00,No,Spela Trefalt,N/A
Management,01/18/2017 - 05/08/2017," This interdisciplinary course with the School of Social Work and the Scott/Ross Center for Community Service provides the opportunity for students to engage with a local nonprofit organization as a grant writer, while learning the conceptual material that supports this endeavor. Teams of students will join with, learn from, and ultimately serve as grant writers for local nonprofit community partners culminating in a competitive decision making process for awarding multiple grants totaling $10,000. Of particular importance to this course is the culmination of awarding actual grants to community organizations. Learning by Giving has generously provided $10,000 to fund the course grant-making project. ", MGMT 223 - Learning by Giving ,7,01,Open,Tuesday,03:00PM-05:50PM,4.00,No,Mrs. Patricia H. Deyton,N/A
Management,01/18/2017 - 05/08/2017," Provides students with the opportunity to explore, compare, and challenge traditional and contemporary perspectives and models of leadership with emphasis on gender-based and socially minded leadership theories. Ensures integration of theory and practice by requiring participation in a service-learning project customized to complement the student's career interests. Includes leadership assessment activities, experiential exercises, case analyses, films, and projects. ", MGMT 224 - Socially-Minded Leadership ,11,01,Open,"Monday, Thursday",12:30PM-01:50PM,4.00,No,TBA,N/A
Management,01/18/2017 - 05/08/2017," The course focuses on the effective strategic management of brands. For many firms, the brands associated with their products and/or services are their most valuable assets, and, thus, they give much management attention to designing, communicating, stewarding, and protecting them. This course takes a contemporary view of branding as a collaborative process of meaning-making between firms, consumers, and other cultural producers. This includes emerging theory and best practices on crafting brand stories, managing consumer brand relationships and brand communities, open source branding, branding in social media, and managing brand crises. ", MGMT 231 - Creating Brand Value Strategy ,5,01,Open,Wednesday,11:00AM-01:50PM,4.00,No,Mr. Edward T. Vieira,N/A
Management,01/18/2017 - 05/08/2017, , MGMT 232B - Strategic Marketing Communications: NASC ,30,01,Open,Monday,04:30PM-07:20PM,4.00,No,John M. Lowe,N/A
Management,01/18/2017 - 05/08/2017," Improves written and oral communication through group projects, presentations and individual reflection. Organizational Behavior (OB) is the systematic study, and the application of knowledge about how people think and behave within any organization (i.e. for-profit, nonprofit, government). This course enables students to identify their own strengths and areas of improvement as individual contributors, team members, and leaders through assessment instruments, simulations and exercises. Because human systems thrive through effective communication, emphasis is places on nonverbal, interpersonal, team, written and oral communication skills. Students develop analytical thinking, research and influence skills by developing a proposal for change at Simmons College, change being essential for any organization to evolve, survive, and thrive. ", MGMT 234 - Organizational Communication and Behavior ,8,01,Open,"Tuesday, Thursday",03:00PM-04:20PM,4.00,No,Mary Shapiro,N/A
Management,01/18/2017 - 05/03/2017," This action learning course will lead the class through the process of building a socially minded business on campus in one semester. Tasks of the course include: generating and selecting an idea, building an understanding of customers, constructing a budget, strategizing and operationalizing the organization, and creating and selling a product, service, or experience. Fundamental ides of business and entrepreneurship are woven throughout. Any profits generated will be donated to a cause of the students' choosing. ", MGMT 237 - Let's Start a Business ,20,01,Open,Wednesday,11:00AM-01:50PM,4.00,No,Teresa Nelson,N/A
Management,01/18/2017 - 05/08/2017," Introduces the theories, knowledge, and financial tools needed by an entrepreneur to launch and grow a successful venture. Topics include analyzing the profitability of a venture idea, developing financial statements and projections, and determining how to obtain the financial capital necessary to run and grow an enterprise. ", MGMT 238 - Financial Aspects of Business ,12,01,Open,"Monday, Thursday",11:00AM-12:20PM,4.00,No,Ms. Mindell R. Nitkin,N/A
Management,01/18/2017 - 05/08/2017," This course is an introduction to financial management concepts and business practices in the healthcare industry. It includes the topics of financial reporting, managerial accounting and finance. It focuses on the analytical and performance management techniques that have particular relevance to clinicians and practitioners. In this course, the student should become fluent in the issues, data and concepts of financial decision making at the departmental or unit level. ", MGMT 239 - Health Care Finance ,21,01,Open,Thursday,03:00PM-05:50PM,4.00,No,Catherine J. Robbins,N/A
Management,02/18/2017 - 04/05/2017," Students who want to register for travel courses must first apply through Simmons Study Abroad Programs contact: studyabroad@simmons.edu. The SOM Spring 2016 travel course will travel to Cuba. A key purpose of the Cuba travel course is for students tobetter understand the opportunities and challenges facing managers and decision makers whose responsibilities relate to the US-Cuba relationship. Another purpose is to give SOM students a real-world opportunity to engage in mutually-beneficial, collaborative entrepreneurship. To that end,students will explore opportunities for cooperative projects with Cuban counterparts in various areas including education, health care, environmental sustainability, and enterprise development. Prereq: MGMT 100 recommended. Examines leadership from an international perspective with a specific focus on cross-cultural and comparative theories of leadership, with special attention to the role of gender. Experiential immersion through pre-departure orientation, faculty-led international travel to a nation and post-departure comparative analysis with at least one other region besides the U.S. Builds inter-cultural competence through exercises, cases, meetings with local women leaders, and cultural orientation. ", MGMT 245M - ,25,01,Open,"Saturday, Sunday Wednesday",10:00AM-02:30PM 05:00PM-06:20PM,4.00,Yes,"Teresa Nelson, Areen Shahbari",N/A N/A
Management,01/18/2017 - 05/08/2017," This course introduces fundamental marketing concepts and tools and provides an overview of marketing management. The course focuses on: 1) exploring the marketing environment, 2) applying marketing research and buyer behavior theories to facilitate strategic planning, and 3) developing tactical decisions to achieve organizations' marketing objectives. ", MGMT 250 - Marketing ,8,02,Open,Wednesday,08:00AM-10:50AM,4.00,No,Mr. Edward T. Vieira,N/A
Management,01/18/2017 - 05/08/2017, Provides students with the fundamental concepts and analytical tools used in financial management. Studies managerial decisions related to evaluating investment and financing opportunities. Examines both short-term and long-term considerations related to these decisions. Provides both a corporate and an individual decision-making perspective. Includes a financial literacy project in the community. , MGMT 260 - Finance ,18,01,Open,"Monday, Thursday",11:00AM-12:20PM,4.00,No,Indra J. Guertler,N/A
Management,01/18/2017 - 05/08/2017, , MGMT 290M - Magazine Publishing ,22,01,Open,Thursday,06:00PM-08:50PM,4.00,No,Jane Nicholson Hayward,N/A
Management,01/19/2017 - 05/08/2017," Focuses on principles and analytical tools of the fundamental investments: mutual funds, indices, stocks, bonds, futures and options. Covers how each is characterized, valued, traded, and evaluated. Develops the student's decision-making skills as an investment manager through an online investment simulation and the management of an actual self-selected client. ", MGMT 311 - Investments ,15,01,Open,"Monday, Thursday",06:00PM-07:20PM,4.00,No,TBA,N/A
Management,01/18/2017 - 05/08/2017," 4 sem. hrs. Prereq.: MGMT 100. Teaches interrelated concepts in negotiation, conflict, and change that are key to working effectively in teams, organizations, and partnerships, as well as advancing one's own career. Explores everyday negotiation challenges confronting women in the workplace. Uses case analyses, role-play, videotaped negotiation sessions, and other experiential activities to apply course concepts. ", MGMT 320 - Negotiation & Conflict Mgmt ,14,01,Open,Tuesday,11:00AM-01:50PM,4.00,No,Spela Trefalt,N/A
Management,01/18/2017 - 05/08/2017," Introduces the fundamentals of transforming inputs into outputs. Explores how companies match supply with demand and allocate resources efficiently. Skills gained through this course are essential to starting a business as an entrepreneur, managing an ongoing business and participating in the business environment as an individual with management responsibilities. Learning applies equally in both non-profit and for-profit organizations. Uses lectures, readings, problem sets, case analyses, discussions, and in class experiential exercises. ", MGMT 325 - Operations Management & Decision Making ,18,01,Open,"Tuesday, Thursday",09:00AM-10:50AM,4.00,No,Jane Mooney,N/A
Management,01/19/2017 - 05/08/2017," Develops capacity to think strategically through synthesis of knowledge gained from prior management program courses. Explores crafting business strategy to gain competitive advantage through extensive readings and case analyses, using global examples and blended technology. ", MGMT 340 - Strategy ,12,01,Open,"Monday, Thursday",11:00AM-12:20PM,4.00,No,TBA,N/A
Management,01/18/2017 - 05/08/2017, This course allows students to gain additional work experience in today's environment. , MGMT 349 - Advancing Your Career ,8,01,Open,N/A,N/A,4.00,Yes,John M. Lowe,N/A
Management,01/18/2017 - 05/08/2017," Involves a course of study on a topic of interest to the student. The work culminates in a final paper or other substantial final project. In order to complete an independent study, students must identify a faculty member of the Program faculty who is willing to work with them on the topic. ", MGMT 350 - Independent Study ,24,02,Open,N/A,N/A,4.00,Yes,Susan D. Sampson,N/A
Management,01/18/2017 - 05/08/2017," Provides supervised work experience for majors/ minors. Requires approximately 20 hours of work per week in a profit or non-profit organization in a position related to a student's major and career goals, along with participation in class on career management and development of a comprehensive career e-portfolio. ", MGMT 370 - Internship ,23,01,Open,Wednesday,06:00PM-08:50PM,8.00,Yes,Cynthia Ingols,N/A
Management,01/18/2017 - 05/08/2017," Offers individual field experience similar to an internship. Requires a minimum of eight to 10 hours of work per week in a for-profit or not-for profit organization. Requires completion of significant written work, which may include research, analysis or portfolio development. Arranged with a supervising faculty member from the Program. ", MGMT 380 - Field Experience ,21,01,Open,N/A,N/A,4.00,Yes,John M. Lowe,N/A
Management,01/18/2017 - 05/08/2017," Examines both the art and science of choosing target markets and acquiring, keeping, and growing customers through creating, delivering, and communicating superior customer value. The course builds on core marketing management concepts and challenges students to look and apply both domestic and international frameworks to the fundamental marketing functions of product, pricing, distribution, and promotion. Requires group project and presentation. May be taken in lieu of MGMT 394 with consent of Director of the Prince Program. ", MGMT 392 - Marketing Decision Making ,16,01,Open,Tuesday,03:00PM-05:50PM,4.00,No,Susan D. Sampson,N/A
Management,01/18/2017 - 05/08/2017," Offers individual field experience similar to an internship. Requires a minimum of eight to 10 hours of work per week in a for-profit or not-for profit organization. Requires completion of significant written work, which may include research, analysis or portfolio development. Arranged with a supervising faculty member from the Program. ", MGMT 393 - Financial Modeling ,18,01,Open,"Monday, Thursday Wednesday",12:30PM-01:50PM 12:00PM-12:50PM,4.00,No,Indra J. Guertler,N/A N/A
Management,01/18/2017 - 05/08/2017," Planned change is an essential ingredient for organizations to remain relevant and successful. Whether as an individual contributor, a team leader, a manager or a top-level executive, each person needs to see opportunities for change and lead themselves and others through change that is essential for an organization's longevity. This course will provide students with the theoretical foundation and practical applications for leading change for themselves, for small and large groups, and for implementing, supporting and promoting change in large organizations. Students will have the opportunity to learn concepts through lectures and readings, and practice applying change concepts in experiential exercises, case analyses, a group project, taped presentations, an on-line simulation, and other interactive activities. ", MGMT 395 - Leadership & Managing Change ,11,01SL,Open,Thursday,03:00PM-05:50PM,4.00,No,Cynthia Ingols,N/A
Modern Languages,01/19/2017 - 05/04/2017," 4 sem. hrs. Examines phonological, morphological, lexical, syntactic, and historical issues for TESL or anyone interested in English language. Involves tutoring a non-native speaker for a view of English grammar from the learner's perspective and synthesizing teaching points and strategies. Requires fieldwork. Chumley. ", ML 310 - Intro to Linguistics and English Grammar Grammar ,19,01,Open,Thursday,06:00PM-08:50PM,4.00,No,Janet L. Chumley,N/A
Modern Languages,01/19/2017 - 05/04/2017," Examines phonological, morphological, lexical, syntactic, and historical issues for TESL or anyone interested in the English language. Students tutor a non-native speaker for a view of English grammar from the learners perspective, and synthesize their own versions of teaching points and strategies. Chumley.Examines phonological, morphological, lexical, syntactic, and historical issues for TESL or anyone interested in the English language. Students tutor a non-native speaker for a view of English grammar from the learners perspective, and synthesize their own versions of teaching points and strategies. Chumley. ", ML 410 - Introduction to Linguistics and English Grammar ,18,01,Open,Thursday,06:00PM-08:50PM,4.00,No,Janet L. Chumley,N/A
Public Policy,01/23/2017 - 05/08/2017, , MPP 502 - Social Policy ,15,01,Open,Monday,04:30PM-07:20PM,3.00,No,Abel Amado,N/A
Public Policy,01/18/2017 - 05/03/2017, , MPP 503 - Economic Policy ,23,01,Open,Wednesday,06:00PM-08:50PM,3.00,No,Zinnia Mukherjee,N/A
Master of Science-Management,01/18/2017 - 05/08/2017," This course is an introduction to financial management concepts and business practices. It includes the topics of accounting, finance and related analytical and performance management techniques that have particular relevance to managers. In this course, you should become fluent in the issues, data, and concepts of financial decision-making at the organizational level. By the conclusion of this course, you should understand what financial managers do in an organization and how to deal more effectively with them on issues of business and program strategy. This will require you to be able to: .Use basic business mathematics to inform decision making: .Understand how organizations are financed; .Read and understand a set of financial statements .Calculate and interpret financial ratios; and perform a financial analysis; .Conduct basic cost analyses and understand their role in managerial decision-making; .Prepare and discuss a budget, the sources and importance of variance, and the concept of flexible budgeting as a control device; .Understand investment project decision making and be able to compute measures of return (NPV, breakeven); .Use Excel to create, interpret, and present results from financial models. ", MSMG 407 - Financial Aspects of Business ,25,01,Open,"Monday, Thursday",11:00AM-12:20PM,3.00,No,Ms. Mindell R. Nitkin,N/A
Master of Science-Management,03/25/2017 - 04/23/2017," Globalization is one of the major forces shaping our world and organizations are no exception. If we look at the spread of information, ideas, capital, media, and cultural artifacts - or for that matter, people - we can see the boundaries and borders that have historically separated one country or one group from another are becoming more and more permeable. 'Communicating across Cultures' is designed to help you meet the challenges of living and working in a world in which, increasingly, you will be asked to interact with people who may not be like you in fundamental ways. The overarching goals are to help you become more sensitive to intercultural communication differences, and to provide you with the knowledge and skills that will help you interact successfully with people from cultures other than your own. ", MSMG 422 - Communicating Across Cultures ,37,01,Open,"Saturday, Sunday Saturday, Sunday",10:00AM-04:30PM 10:00AM-04:30PM,3.00,No,Areen Shahbari,N/A N/A
Master of Science-Management,01/18/2017 - 05/08/2017," The purpose of this course is to provide direction, support, and guidance for students who are presently working on their Applied Learning Project. It is intended to be the capstone experience in the graduate management program and provide an opportunity for students to demonstrate their strategic thinking, research and project management skills through the development and execution of a professional project. This course is designed to enable student to demonstrate and integrate their knowledge from graduate management program goals through an applied independent research project. Students are required to identify a research problem, develop an actionable work plan with deliverables and time lines, and present a formal and professional well written report and oral presentation to the Simmons community. ", MSMG 423 - Applied Learning Project ,30,01,Open,N/A,N/A,3.00,Yes,Mrs. Patricia H. Deyton,N/A
Master of Science-Management,01/18/2017 - 05/08/2017," This course will prepare students for effective leadership and management in the nonprofit sector, a sector that spans organizations of all types and sizes and is a vital partner with the for profit and government sectors both nationally and internationally. The course will examine the nonprofit sector from historical, legal, societal, social entrepreneurial and social marketing perspectives and will address the skills required to lead a mission-based, nonprofit organization. There is a strong emphasis on the ethical underpinnings of nonprofit organizations and their applications; the differences between nonprofit and for profit organizations and how these differences drive decision making. Nonprofit-specific areas that are covered include the roles and responsibilities of boards of directors, fundraising and financial development, management of volunteer programs, financial structures, accountability, strategic planning and organizational growth. ", MSMG 430 - Non-Profit Management ,46,01,Open,Wednesday,06:00PM-08:50PM,3.00,No,Erin Macgeorge DeCurtis,N/A
Master of Science-Management,01/21/2017 01/22/2017 02/04/2017 02/05/2017 02/25/2017 02/26/2017," This experiential, three-weekend course is designed to give you an enjoyable and rigorous introduction to the ideas and practice of creativity, innovation and entrepreneurship. Regardless of the type of organization (profit, nonprofit) or its stage of development (established or new venture), the entrepreneurial spirit of individuals and teams is a key to recognizing and then acting on new opportunities. In the course, we will explore the realm of creativity tools and techniques that can be applied at the individual and team level, including mindfulness and group idea generating techniques. We will put these in context as we think through how organizations innovate new products and industries. Students will then take these ideas to create a first stage business model and learn how to pitch that model in presentation and through an executive summary. Whether or not you are an entrepreneur, think it might be an interesting career path someday, or simply want to understand more about how to bring creativity and innovation to your managerial practice, do join us. All graduate students welcome. This course serves as the first in the concentration in entrepreneurship for those so interested. ", MSMG 440 - Creativity Innovation & Entrepreneurship ,5,01,Clsd,Saturday Sunday Saturday Sunday Saturday Sunday,10:00AM-04:30PM 10:00AM-04:30PM 10:00AM-04:30PM 10:00AM-04:30PM 10:00AM-04:30PM 10:00AM-04:30PM,3.00,No,Teresa Nelson,N/A N/A N/A N/A N/A N/A
Master of Science-Management,02/11/2017 02/12/2017 03/18/2017 03/19/2017 04/08/2017 04/09/2017," In today's global economy, the ability to interact effectively across cultures is a fundamental job requirement and critical leadership competence. This course is designed to develop knowledge and skills in the areas of optimizing human performance, cultural intelligence, diversity and inclusion, and leading and managing intercultural organizations. This course will explore the implications of culture on managerial and leadership approaches, business practices, communication and interpersonal relations, organizational and individual performances as well as on human resource management dimensions, in both international and domestic settings. Global cultures, subcultures, and domestic cultures will be considered. The ethical and sustainable implications of managing cultures and diversity will be examined. By learning about the dilemmas and opportunities that are presented in international and multi-cultural work environments, students will be better able to function in an increasingly global business world. ", MSMG 443 - Culturally Intelligent Leadership ,48,01,Open,Saturday Sunday Saturday Sunday Saturday Sunday,10:00AM-03:00PM 10:00AM-03:00PM 10:00AM-03:00PM 10:00AM-03:00PM 10:00AM-03:00PM 10:00AM-03:00PM,3.00,No,Lynda L. Moore,N/A N/A N/A N/A N/A N/A
Master of Science-Management,01/18/2017 - 05/08/2017, , MSMG 444 - Technology & Operations Management ,48,01,Open,Thursday,06:00PM-08:50PM,3.00,No,Yulong Li,N/A
Master of Science-Management,01/18/2017 - 05/08/2017, Individualized Schedule Prerequisites: Faculty Advisor or Concentration Advisor approval. 3 credits graded on a pass/fail system. 225 hours required over 16 weeks. Organizations in a variety of industries may offer formal or informal internship programs in a variety of functional areas. Internships are a way to develop and enhance your skill sets while providing exposure to an industry or function in which you are interested from a career standpoint. Choose your internship strategically. Answer the question: is it going to make you more marketable to target employers upon graduation? Interns will meet with a faculty advisor regularly over the semester. Other requirements are provided upon request. Internships may be paid in the for-profit sector; they may be unpaid in the nonprofit sector. International students on an F or J visas should inquire about additional requirements. , MSMG 501 - Internship ,10,01,Open,N/A,N/A,3.00,Yes,Mrs. Patricia H. Deyton,N/A
Master of Science-Management,01/18/2017 - 05/08/2017, Independent Study , MSMG 502 - Independent Study ,30,01,Open,N/A,N/A,3.00,Yes,Mrs. Patricia H. Deyton,N/A
Master of Science-Management,01/18/2017 - 05/08/2017," The primary purpose of this course is to produce a print magazine for the Simmons School of Management (Management Magazine). A focus on mission, target audience and editorial best practices will equip the communications-focused student with the tools needed to understand how to craft compelling articles for the desired target market. Students will also learn step-by-step how a magazine works as a complete business enterprise, including the basics of editorial management, staffing, circulation, advertising, page layout, design, and production. We will review consumer, trade and niche publications, and examine trends and core issues facing publications today, including transitioning from traditional print to online formats and the opportunities and challenges that come with this change. Guest speakers from the magazine industry will provide a behind-the-scenes take on the internal workings of the magazine business. ", MSMG 508 - Magazine Publishing ,25,01,Open,Thursday,06:00PM-08:50PM,3.00,No,Jane Nicholson Hayward,N/A
Music,01/19/2017 - 05/04/2017," 4 sem. hrs. Surveys multicultural trends and innovations that occurred in international music from early Romanticism to contemporary music. Emphasizes listening to and understanding a wide variety of music. Topics include the influence of non- Western cultures, such as African and Asiatic, on international music; works of women composers; and ragtime, jazz, and musical theater. Slowik. ", MUS 121 - Making Music Modern ,7,01,Open,"Tuesday, Thursday",03:00PM-04:20PM,4.00,No,Gregory J. Slowik,N/A
Music,01/19/2017 - 05/04/2017," 4 sem. hrs. Not offered in 2012- 2014.] Focuses on Mozart's life and music primarily by studying his compositions. Develops an understanding of the structure of the music as well as Mozart's relationship with 18th century Vienna. Discusses the effect of the Enlightenment upon the aristocracy, the church, and the musician.Requires no previous background in music. Slowik. ", MUS 141 - Mozart: The Man & His Music ,9,01,Open,"Tuesday, Thursday",09:30AM-10:50AM,4.00,No,Gregory J. Slowik,N/A
Music,01/19/2017 - 05/04/2017," 4 sem. hrs. Surveys music and related disciplines in the 18th century. Discusses great changes in society, contact with non-Western countries, and the musician's place within society. Topics include Bach and Handel, E. Jacquet de la Guerre, Haydn and Mozart, the American and French Revolutions, Voltaire, Jefferson, and others. Slowik. ", MUS 232 - Bach to Beethoven 18th Century ,8,01,Open,"Tuesday, Thursday",11:00AM-12:20PM,4.00,No,Gregory J. Slowik,N/A
Music,01/18/2017 - 05/08/2017, 4 sem. hrs. Private lessons with faculty of the New England Conservatory. Requires music and technical ability at an intermediate level on an instrument or voice. Department approval is required. Staff. , MUS 349 - Directed Study ,10,01,Open,N/A,N/A,4.00,Yes,Gregory J. Slowik,N/A
Music,01/18/2017 - 05/08/2017, 4 sem. hrs. Individualized projects at an advanced level. Slowik. , MUS 350 - Independent Study ,19,01,Open,N/A,N/A,4.00,Yes,Gregory J. Slowik,N/A
Neuroscience & Behavior,01/19/2017 - 05/04/2017," Normally open only to senior neuroscience and behavior majors. Addresses current topics through readings, presentations, field trips, and other activities. ", NB 347 - Seminar in Neuroscience ,0,01,Clsd,Thursday,04:30PM-07:20PM,4.00,Yes,Amanda Natalie Carey,N/A
Nursing,01/19/2017 - 05/04/2017, , NURS 229 - Nursing Health Promotion ,0,01,Clsd,Thursday,08:00AM-10:50AM,4.00,No,Karen Teeley,N/A
Nursing,01/24/2017 - 05/02/2017," 4 sem. hrs. Prereq.: NURS 225, NURS 226, NURS 235, and NURS 292. Applies the concepts of the bio-psycho-social-cultural- developmental-spiritual sciences in developing, implementing, and evaluating nursing interventions for the adult and geriatric client experiencing variances in functional health patterns. Emphasizes health management and metabolic patterns. Provides opportunities within a systems framework to deliver nursing care with increased depth, complexity, and independence to adult and elderly clients in acute care settings. ", NURS 238 - Variances in Health Patterns of Adults and Elders II ,3,AC,Open,Tuesday,03:00PM-05:50PM,4.00,No,Terry A. Davies,N/A
