Category,Description,Title,Section,Openings,Id
ENG,"This course will focus on the experience of w riting as a creative activity, with emphasis on the methods of writing imaginative prose a nd poetry.  Fictional techniques, such as the  methods of narration and descriptive  style,  will be discussed,  Prerequisite:30-101.",Creative Writing I,['01'],10 open seats,225
ENG,"This course will focus on the experience of w riting as a creative activity, with emphasis on the methods of writing imaginative prose a nd poetry.  Fictional techniques, such as the  methods of narration and descriptive  style,  will be discussed,  Prerequisite:30-101.",Creative Writing I,['02'],17 open seats,225
ENG,"This course will focus on the experience of w riting as a creative activity, with emphasis on the methods of writing imaginative prose a nd poetry.  Fictional techniques, such as the  methods of narration and descriptive  style,  will be discussed,  Prerequisite:30-101.",Creative Writing I,['61'],5 open seats,225
ENG, No Course Description is available for this course.,Journalism,['01'],9 open seats,230
ENG, No Course Description is available for this course.,Modern Novel,['61'],7 open seats,231
ENG,"This course examines the Literature of the Supernatural as a fundamental mode of literary understanding and as a spark for creative personal experience. Gothic tales, ghost stories, supernatural events, odd coincidences, and unexplainable phenomena are often the beginning of an imaginative approach to both life and literature.  Students will encounter a wide range of literary examples, from stories and poetry drawn from the traditions of Eurpoean and American Romanticism and gothic tales to more modern modes of literary expressionism, surrealism, paranormal romance and horror.",Literature of the Supernatural,['F1'],20 open seats,238
ENV,"This introductory course utilizes numerous case studies of current environmental health and safety issues.  Topics include human/ecological exposure to pesticides and hazardous sutstances, acid, rain, ozone depletion, global warming, and biodiversity.  Students will gain environmental literacy by learning about the science behind these issues, the role of the media in public awareness, and subsequent regulation to probtec environmental health and safety.  Corequisite ENG 111.",Intro Environmental Studies w/Lab,['01'],12 open seats,101
ESL, No Course Description is available for this course.,Oral Communication For Esl,['01'],2 open seats,089
ESL, No Course Description is available for this course.,Oral Communication For Esl,['91'],6 open seats,089
ESL, No Course Description is available for this course.,Esl Grammar,['01'],9 open seats,095
ESL, No Course Description is available for this course.,Esl Grammar,['91'],12 open seats,095
ESL, No Course Description is available for this course.,Beginning Esl,['01'],10 open seats,096
ESL, No Course Description is available for this course.,Intermediate Esl,['01'],0 open seats,097
ESL, No Course Description is available for this course.,Advanced Esl,['01'],2 open seats,108
ESL, No Course Description is available for this course.,Advanced Esl,['F1'],6 open seats,108
EXS, No Course Description is available for this course.,Health Appraisal And Fitness,['01'],7 open seats,101
EXS, No Course Description is available for this course.,Muscular And Cardiovascular Fitness,['01'],13 open seats,102
EXS,"This course addresses the practical component s of personal training, including exercise sa fety, injury prevention, and training modific ations for special populations (ie youth, old er adults, pregnant women, post-rehab patient s, diabetics, hypertensives, etc) while direc ting physical fitness programs for a variety of clients.  Students will demonstrate a thor ough knowledge and understanding of the found ational principles and standard procedures fo r exercise safety, proper stretching techniqu e, and professionsalism when working with fit ness clients on an individual basis and in a group setting.","Injury Prevention, Flexibility Trn",['01'],18 open seats,115
EXS, No Course Description is available for this course.,Strength Training & Endurance Exerc,['01'],19 open seats,116
EXS, No Course Description is available for this course.,Bioenergetics & Biomechanics,['01'],19 open seats,119
EXS,"This course provides the student with practical information related to nutrition, exercise, and physical fitness.  Topics examined include:  nutritional needs, energy requrements, protein recommendation, diets/healthy eating programs and nutritional supplements, and behavior modification strategies for various types of physical activity.  Students will attain research-based perspectives on bioenergetics and fitness",Nutrition for Fitness,['91'],21 open seats,150
EXS, No Course Description is available for this course.,Youth And Senior Fitness,['01'],21 open seats,201
EXS, No Course Description is available for this course.,Exercise Program Design,['01'],19 open seats,202
EXS, No Course Description is available for this course.,Advanced Training Programs,['01'],26 open seats,204
EXS,"This course provides the student with the opportunity to integrate the academis studies of exercise science and personal trainer into an experiential supervised setting.  The student will work for ninety (90) hours at an approved internship site arranged through the college.  Relevant work areas include: health appraisal and fitness assessment, training program design and implementation, exercise monitoring, and injury prevention.  A final paper is required.",Exercise Science Internship,['01'],10 open seats,297
FIN,"The course focuses on health care finance as procticed within health care organizations, such as, hospital, physician practices, clinic s, home health agencies and managed care organisations.  It covers the principles and applications of accounting and financial management.  The course is organized around three critical elements:  1. the use of accounting information for decision making; 2. as a business the health care industry has some critical differences from other industries; and 3. the principles of economics are the conceptual gasis for decision making.
Formerly ALH202",Health Care Finance,['01'],22 open seats,202
FIN,"The course focuses on health care finance as procticed within health care organizations, such as, hospital, physician practices, clinic s, home health agencies and managed care organisations.  It covers the principles and applications of accounting and financial management.  The course is organized around three critical elements:  1. the use of accounting information for decision making; 2. as a business the health care industry has some critical differences from other industries; and 3. the principles of economics are the conceptual gasis for decision making.
Formerly ALH202",Health Care Finance,['HY'],5 open seats,202
FIN, No Course Description is available for this course.,Investments,['01'],17 open seats,215
FIN, No Course Description is available for this course.,Principles Of Finance,['01'],13 open seats,220
FRN, No Course Description is available for this course.,French I,['01'],10 open seats,101
FRN, No Course Description is available for this course.,French I,['02'],3 open seats,101
FRN, No Course Description is available for this course.,French I,['91'],17 open seats,101
GOV,"This course introduces the contral concepts o f political science and practical politics. U sing case studies and a strong comparative fr amework, the course links central concepts an d analytical thinking about politics to the r ealities of the political world in the new mi llenium. This course hopes to demonstrate how  real-world events are shaped by political id eas and assumptions.",Introduction To Political Science,['01'],2 open seats,105
GOV, No Course Description is available for this course.,American Government,['01'],13 open seats,201
GOV, No Course Description is available for this course.,American Government,['02'],1 open seats,201
GOV, No Course Description is available for this course.,American Government,['03'],6 open seats,201
GOV, No Course Description is available for this course.,American Government,['04'],8 open seats,201
GOV, No Course Description is available for this course.,American Government,['05'],10 open seats,201
GOV, No Course Description is available for this course.,American Government,['06'],18 open seats,201
GOV, No Course Description is available for this course.,American Government,['61'],0 open seats,201
GOV, No Course Description is available for this course.,American Government,['91'],15 open seats,201
GOV, No Course Description is available for this course.,American Government,['F1'],1 open seats,201
GOV, No Course Description is available for this course.,American Government,"['F5', '2']",13 open seats,201
GOV, No Course Description is available for this course.,American Government,"['ON', '1']",3 open seats,201
GOV, No Course Description is available for this course.,State & Local Government,['01'],6 open seats,211
GOV, No Course Description is available for this course.,State & Local Government,['02'],10 open seats,211
GOV, No Course Description is available for this course.,State & Local Government,['03'],16 open seats,211
GOV, No Course Description is available for this course.,State & Local Government,['61'],8 open seats,211
GOV, No Course Description is available for this course.,State & Local Government,['65'],10 open seats,211
GOV, No Course Description is available for this course.,State & Local Government,['F1'],25 open seats,211
GOV, No Course Description is available for this course.,State & Local Government,"['F5', '3']",0 open seats,211
GOV, No Course Description is available for this course.,International Relations,['91'],14 open seats,212
HCA,"This is a course  students will define the strategic use of information systems, perform a range of applictions and understand information system planning and management in healthcare.  Applications include financial management, human resource management, supply chain management, medical records, clinical decision support, and emerging applications.  Planning and management topics include data security; IT cost, systems interoperability, project management, IT implementation and goveranance.",Information Systems in Healthcare,['91'],15 open seats,103
HCA,"This corse introduces the student to Electronic Health Records(EHR), The student will learn to identify both terminology of the (EHR) systems and purpose of the EHR system in the health care provider setting.  The purpose of the course is to familiarize students with the role of the Electronic Health Records and software applications for the patient care.",Electronic Health Records,['01'],15 open seats,108
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,['01'],0 open seats,101
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,['02'],1 open seats,101
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,['03'],4 open seats,101
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,['04'],0 open seats,101
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,['05'],2 open seats,101
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,['06'],14 open seats,101
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,['61'],2 open seats,101
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,['91'],8 open seats,101
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,['F1'],1 open seats,101
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,"['F5', '1']",8 open seats,101
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,"['ON', '1']",7 open seats,101
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,"['ON', '2']",18 open seats,101
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,"['ON', 'P']",1 open seats,101
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,"['ONP', '2']",5 open seats,101
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,"['ONP', '3']",4 open seats,101
HIS,"This survey course traces the history of American development from
pre-Columbian exploration and the Colonial era through the Civil
War. Emphasis is given to the main lines of American development
from the coming of the pre-Columbian explorers to the end of the
Civil War. Special emphasis is given to constitutional developments
in this period including the evolution of the British colonial charters,
state constitutions, and the federal constitution. Placement at ENG
101 level strongly advised.",United States History I,"['ONP', '4']",19 open seats,101
HIS, No Course Description is available for this course.,United States History II,['01'],17 open seats,102
HIS, No Course Description is available for this course.,United States History II,['02'],5 open seats,102
HIS, No Course Description is available for this course.,United States History II,['03'],19 open seats,102
HIS, No Course Description is available for this course.,United States History II,['61'],9 open seats,102
HIS, No Course Description is available for this course.,United States History II,['F1'],14 open seats,102
HIS, No Course Description is available for this course.,United States History II,"['ON', '1']",10 open seats,102
HIS, No Course Description is available for this course.,United States History II,"['PF7', '2']",15 open seats,102
HIS, No Course Description is available for this course.,Colonial America,['01'],18 open seats,107
HIS, No Course Description is available for this course.,History Of Western Civilization  I,['01'],11 open seats,111
HIS, No Course Description is available for this course.,History Of Western Civilization  I,['02'],16 open seats,111
HIS, No Course Description is available for this course.,History Of Western Civilization  I,['61'],12 open seats,111
HIS, No Course Description is available for this course.,History Of Western Civilization  I,['91'],26 open seats,111
HIS, No Course Description is available for this course.,History Of Western Civilization  II,['01'],20 open seats,112
HIS,"This course offers students the opportunity to explore in-depth a particular topic in history.  Topics vary from semester to semester, and can include important aspects of European and World History, as well as the History of The United States.",Special Topics in History,['02'],6 open seats,290
HIS,"This course offers students the opportunity to explore in-depth a particular topic in history.  Topics vary from semester to semester, and can include important aspects of European and World History, as well as the History of The United States.",Special Topics in History,"['F5', '3']",9 open seats,290
HSC,"This course focuses on nutrtion across the lifespan throughtout all stages of development.  Students will gain an understanding of nutritional priniciples in both health and illness.  Topic include: health promotion, nutritional guidelines, macro and micro nutrient chemistry, menu planning, food labeling, safety, obesity, and clinical eating disorders, RDA requirements, and age related guidelines.",Introduction to Nutrition,['ON'],19 open seats,106
HSC,"This course is designed to introduce and provide a brief overview of the U.S health care industry as well as familiarize students with Quincy College and the division of Nursing and provide students with an overview of the skills necessary to achieve their academic goals.  Using the Internet, discussion and individual reserach, this course creates an awareness of and curiosity for the health care delivery system.  It explores stress as a natural part of being a student and health care provider and identifies effective coping methods.  It also encourages students to value cultural diversity and professionalism.  Topics covered include:  Personality and learning styles, test-taking and study skills, College and Nursing policies and procedures, trends in health care, health care financing and reimbursement, ethical and legal issues and other related health care topics.
Formerly ALH107",Orientation to Health Care,"['F5', '1']",1 open seats,107
HSC,"This course is designed to introduce and provide a brief overview of the U.S health care industry as well as familiarize students with Quincy College and the division of Nursing and provide students with an overview of the skills necessary to achieve their academic goals.  Using the Internet, discussion and individual reserach, this course creates an awareness of and curiosity for the health care delivery system.  It explores stress as a natural part of being a student and health care provider and identifies effective coping methods.  It also encourages students to value cultural diversity and professionalism.  Topics covered include:  Personality and learning styles, test-taking and study skills, College and Nursing policies and procedures, trends in health care, health care financing and reimbursement, ethical and legal issues and other related health care topics.
Formerly ALH107",Orientation to Health Care,"['F5', '2']",4 open seats,107
HSC,"This course is designed to introduce and provide a brief overview of the U.S health care industry as well as familiarize students with Quincy College and the division of Nursing and provide students with an overview of the skills necessary to achieve their academic goals.  Using the Internet, discussion and individual reserach, this course creates an awareness of and curiosity for the health care delivery system.  It explores stress as a natural part of being a student and health care provider and identifies effective coping methods.  It also encourages students to value cultural diversity and professionalism.  Topics covered include:  Personality and learning styles, test-taking and study skills, College and Nursing policies and procedures, trends in health care, health care financing and reimbursement, ethical and legal issues and other related health care topics.
Formerly ALH107",Orientation to Health Care,"['F5', '3']",20 open seats,107
HSC,"This course is designed to introduce and provide a brief overview of the U.S health care industry as well as familiarize students with Quincy College and the division of Nursing and provide students with an overview of the skills necessary to achieve their academic goals.  Using the Internet, discussion and individual reserach, this course creates an awareness of and curiosity for the health care delivery system.  It explores stress as a natural part of being a student and health care provider and identifies effective coping methods.  It also encourages students to value cultural diversity and professionalism.  Topics covered include:  Personality and learning styles, test-taking and study skills, College and Nursing policies and procedures, trends in health care, health care financing and reimbursement, ethical and legal issues and other related health care topics.
Formerly ALH107",Orientation to Health Care,"['PF5', '1']",9 open seats,107
HSC,"This course is designed to introduce and provide a brief overview of the U.S health care industry as well as familiarize students with Quincy College and the division of Nursing and provide students with an overview of the skills necessary to achieve their academic goals.  Using the Internet, discussion and individual reserach, this course creates an awareness of and curiosity for the health care delivery system.  It explores stress as a natural part of being a student and health care provider and identifies effective coping methods.  It also encourages students to value cultural diversity and professionalism.  Topics covered include:  Personality and learning styles, test-taking and study skills, College and Nursing policies and procedures, trends in health care, health care financing and reimbursement, ethical and legal issues and other related health care topics.
Formerly ALH107",Orientation to Health Care,"['PF5', 'A']",17 open seats,107
HSC,"THIS COURSE IS DESIGNED TO PREPARE A WIDE VAR IETY OF HEALTHCARE PROFESSIONALS TO RECOGNIZE  SEVERAL LIFE-THREATENING EMERGENCIES, TO PROVIDE CARDIOPULMONARY RESUSCITATION (CPR), USE  AN AUTOMATED EXTERNAL DEFIBRILLATOR (AED), AND RELIEVE CHOKING IN A SAFE, TIMELY, AND EFFECTIVE MANNER.  THE COURSE WILL INCLUDE ADULT , CHILD, AND INFANT RESCUE SKILLS IN ADDITION  TO EMERGENCY SCENARIOS/CASE STUDIES.  STUDENTS WILL BE INSTRUCTED IN CARDIOPULMONARY RESUSCITATION (CPR) AND EMERGENCY CARDIAC CARE IN  ACCORDANCE WITH THE AMERICAN HEART ASSOCIATI ON (AHA) AND FIRST AID IN THE WORKPLACE; THEREFORE, STUDENTS MUST PASS ALL SKILLS AND WRITTEN TESTS AS INDICATED BY THE AHA IN ORDER TO RECEIVE A COURSE COMPLETION CARD. (CERTI FICATE) IN BLS FOR THE HEALTHCARE PROVIDER. THIS COURSE IS OPEN TO ALL STUDENTS AND FULFI LLS THE CPR REQUIREMENTS FOR ALL PROGRAMS OFFERED BY THE SCHOOL OF ALLIED HEALTH (1 CREDIT )
Formerly ALH108",Basic Life Support & Emergency Skil,"['F5', '1']",7 open seats,108
HSC,"This course is designed to present principles  basic to pharmacology.  Students will explor e the mode of action, major indications for u se, and nursing responsibilities for pharmaco logical agents.  Areas to be covered incude m anagement of clients with alterations in card iovascular, hemotological, respiratory, gastr o-intestinal, renal, neurological, and endocr ine systems.  Students will also explore medi cations developed to assist with the manageme nt of pain, infection, and oncology.
Formerly ALH115",Pharmacology,['01'],24 open seats,115
HSC,"This course is designed to present principles  basic to pharmacology.  Students will explor e the mode of action, major indications for u se, and nursing responsibilities for pharmaco logical agents.  Areas to be covered incude m anagement of clients with alterations in card iovascular, hemotological, respiratory, gastr o-intestinal, renal, neurological, and endocr ine systems.  Students will also explore medi cations developed to assist with the manageme nt of pain, infection, and oncology.
Formerly ALH115",Pharmacology,['91'],16 open seats,115
HSC,"This course provides a foundation for the und erstanding of medical terms, their abbreviati ons, basic anatomy and physiology as well as pathological conditions. It includes the stud y of prefixes and suffixes and root/stem word s as well as medical technology terms with an  emphasis on spelling, pronunciation, definit ions and common usage.  This course is simili ar to learning a foreign language and involve s the memorization as well as the application of words/terms. The student will study and de monstrate proficiency in spelling pronouncing , definition and application of medical terms .
Formerly ALH140",Medical Terminology,['01'],5 open seats,140
HSC,"This course provides a foundation for the und erstanding of medical terms, their abbreviati ons, basic anatomy and physiology as well as pathological conditions. It includes the stud y of prefixes and suffixes and root/stem word s as well as medical technology terms with an  emphasis on spelling, pronunciation, definit ions and common usage.  This course is simili ar to learning a foreign language and involve s the memorization as well as the application of words/terms. The student will study and de monstrate proficiency in spelling pronouncing , definition and application of medical terms .
Formerly ALH140",Medical Terminology,['02'],6 open seats,140
HSC,"This course provides a foundation for the und erstanding of medical terms, their abbreviati ons, basic anatomy and physiology as well as pathological conditions. It includes the stud y of prefixes and suffixes and root/stem word s as well as medical technology terms with an  emphasis on spelling, pronunciation, definit ions and common usage.  This course is simili ar to learning a foreign language and involve s the memorization as well as the application of words/terms. The student will study and de monstrate proficiency in spelling pronouncing , definition and application of medical terms .
Formerly ALH140",Medical Terminology,['65'],15 open seats,140
HSC,"This course provides a foundation for the und erstanding of medical terms, their abbreviati ons, basic anatomy and physiology as well as pathological conditions. It includes the stud y of prefixes and suffixes and root/stem word s as well as medical technology terms with an  emphasis on spelling, pronunciation, definit ions and common usage.  This course is simili ar to learning a foreign language and involve s the memorization as well as the application of words/terms. The student will study and de monstrate proficiency in spelling pronouncing , definition and application of medical terms .
Formerly ALH140",Medical Terminology,"['PFX', '2']",7 open seats,140
HSC,"This course provides a foundation for the und erstanding of medical terms, their abbreviati ons, basic anatomy and physiology as well as pathological conditions. It includes the stud y of prefixes and suffixes and root/stem word s as well as medical technology terms with an  emphasis on spelling, pronunciation, definit ions and common usage.  This course is simili ar to learning a foreign language and involve s the memorization as well as the application of words/terms. The student will study and de monstrate proficiency in spelling pronouncing , definition and application of medical terms .
Formerly ALH140",Medical Terminology,"['PFX', 'B']",14 open seats,140
HSC,"This course is an integrated study of the an atomy and physiology of the human body from t he cellular level to the system level; design ed for students embarking on a career/profess ion in the field of health care.  Emphasis wi ll be placed upon clinical applications, asss ociated medical terminology and patient asses sment. Advances in biomedical technology and patient/client treatment will be highlighted.
Formerly ALH149",Applied A&P For Health Care Prof,['01'],21 open seats,149
HSC,"This course is an integrated study of the an atomy and physiology of the human body from t he cellular level to the system level; design ed for students embarking on a career/profess ion in the field of health care.  Emphasis wi ll be placed upon clinical applications, asss ociated medical terminology and patient asses sment. Advances in biomedical technology and patient/client treatment will be highlighted.
Formerly ALH149",Applied A&P For Health Care Prof,['02'],4 open seats,149
HSC,"This course is an integrated study of the an atomy and physiology of the human body from t he cellular level to the system level; design ed for students embarking on a career/profess ion in the field of health care.  Emphasis wi ll be placed upon clinical applications, asss ociated medical terminology and patient asses sment. Advances in biomedical technology and patient/client treatment will be highlighted.
Formerly ALH149",Applied A&P For Health Care Prof,['61'],15 open seats,149
HSC,"This course is an integrated study of the an atomy and physiology of the human body from t he cellular level to the system level; design ed for students embarking on a career/profess ion in the field of health care.  Emphasis wi ll be placed upon clinical applications, asss ociated medical terminology and patient asses sment. Advances in biomedical technology and patient/client treatment will be highlighted.
Formerly ALH149",Applied A&P For Health Care Prof,['65'],12 open seats,149
HSC,"This course is an integrated study of the an atomy and physiology of the human body from t he cellular level to the system level; design ed for students embarking on a career/profess ion in the field of health care.  Emphasis wi ll be placed upon clinical applications, asss ociated medical terminology and patient asses sment. Advances in biomedical technology and patient/client treatment will be highlighted.
Formerly ALH149",Applied A&P For Health Care Prof,"['F7', '1']",24 open seats,149
HSC,"This course is an integrated study of the an atomy and physiology of the human body from t he cellular level to the system level; design ed for students embarking on a career/profess ion in the field of health care.  Emphasis wi ll be placed upon clinical applications, asss ociated medical terminology and patient asses sment. Advances in biomedical technology and patient/client treatment will be highlighted.
Formerly ALH149",Applied A&P For Health Care Prof,"['F7', '2']",25 open seats,149
HSV,"Introduction to Social Work builds upon the k nowledge which the student has received in ot her core courses about society and human beha vior, in particular, social welfare,  The stu dent will explore, in depth, the concepts of social work, in the terms of knowledge, value 's and skills that are required for an effect ive introduction to the profession of social work. Special populations such as women, home less, gays, the elderly, AIDS patients and mi norities of color in the US are presented in case materials.  Emerging issues in society w ill also be included, such as urban gang viol ence and the social worker's role.  This cour se will assist the student preparing for the state licensure examination at the LSWA level",Introduction To Social Work,['01'],13 open seats,103
HSV,"Introduction to Social Work builds upon the k nowledge which the student has received in ot her core courses about society and human beha vior, in particular, social welfare,  The stu dent will explore, in depth, the concepts of social work, in the terms of knowledge, value 's and skills that are required for an effect ive introduction to the profession of social work. Special populations such as women, home less, gays, the elderly, AIDS patients and mi norities of color in the US are presented in case materials.  Emerging issues in society w ill also be included, such as urban gang viol ence and the social worker's role.  This cour se will assist the student preparing for the state licensure examination at the LSWA level",Introduction To Social Work,['61'],12 open seats,103
HSV,"Introduction to Social Work builds upon the k nowledge which the student has received in ot her core courses about society and human beha vior, in particular, social welfare,  The stu dent will explore, in depth, the concepts of social work, in the terms of knowledge, value 's and skills that are required for an effect ive introduction to the profession of social work. Special populations such as women, home less, gays, the elderly, AIDS patients and mi norities of color in the US are presented in case materials.  Emerging issues in society w ill also be included, such as urban gang viol ence and the social worker's role.  This cour se will assist the student preparing for the state licensure examination at the LSWA level",Introduction To Social Work,['HY'],20 open seats,103
HSV,"This course provides students with an overall view of Substance Abuse amoung older adults.  Instructors will outline best practices for ideentifying, screening, assessing, and treating the abuse of alchol, prescription and illicit drugs in the older adult population.  Emphasis will be on addressing the greater toll of the misuse and abuse of alchol and other drugs and the psychosocial issues that are unique to the older adult.",Substance Abuse & Older Adults,['91'],12 open seats,114
HSV, No Course Description is available for this course.,HSV Independent Study,['01'],0 open seats,197
HSV, No Course Description is available for this course.,Intro to Gerontology Indep. Study,['61'],0 open seats,197
HSV,"This course provides a conceptual framework for organizing and analyzing knowledge of human behavior and the social environment with a focus on individuals and families.  Social systems, life course, and assets and resiliency-based perspectives and theories are presented.  Special attention is given to the impact of poverty, discrimination, and oppression on the ability to reach or maintain optimal health and wellbeing.",Human Behavior in the Social Enviro,['61'],10 open seats,200
HSV,"This course provides a conceptual framework for organizing and analyzing knowledge of human behavior and the social environment with a focus on individuals and families.  Social systems, life course, and assets and resiliency-based perspectives and theories are presented.  Special attention is given to the impact of poverty, discrimination, and oppression on the ability to reach or maintain optimal health and wellbeing.",Human Behavior in the Social Enviro,['91'],15 open seats,200
HSV,"An examination of the helping relationship in  individual and group work with emphasis on t echniques such as listening skills, questioni ng and interviewing.  Topics covered include assessment, treatment planning and techniques  of intervention including behavior modificat ion, psychodynamic, existential-humanistic, a nd cognitive therapies.",Helping Skills In Human Services,['01'],6 open seats,201
HSV, No Course Description is available for this course.,Substance Abuse Counseling,['61'],8 open seats,205
HSV, No Course Description is available for this course.,Substance Abuse Counseling,['91'],11 open seats,205
HSV, No Course Description is available for this course.,Diverse Populations,['01'],18 open seats,260
HSV, No Course Description is available for this course.,Diverse Populations,['HY'],12 open seats,260
HSV, No Course Description is available for this course.,Human Services Internship,['62'],0 open seats,297
HSV, No Course Description is available for this course.,Human Services Internship,['63'],0 open seats,297
HSV, No Course Description is available for this course.,Human Services Internship,['64'],0 open seats,297
IDS,"This course provides students with a foundati on and pratice in thinking clearly and critic aly.  Practice includes developing writing sk ills that will enable students to clearly pre sent claims to support their conclusions and avoid reinforcing biases.  Practice in thinki ng clearly includes the opportunity to analyz e and discuss various types of media - includ ing television, cinema and print - to determi ne which sources provide the most reliable in formation and to identify faulty thinking.  T opics addressed include the relationship betw een critical thinking and clear writing, cred iblility of sources,rhetorical devices, falla cies, unclear or misleading language, and the  characteristics of various types of argument ts.(3 credit hours/classroom)",Critical Thinking & Writing,['01'],19 open seats,155
IDS,"This course provides students with a foundati on and pratice in thinking clearly and critic aly.  Practice includes developing writing sk ills that will enable students to clearly pre sent claims to support their conclusions and avoid reinforcing biases.  Practice in thinki ng clearly includes the opportunity to analyz e and discuss various types of media - includ ing television, cinema and print - to determi ne which sources provide the most reliable in formation and to identify faulty thinking.  T opics addressed include the relationship betw een critical thinking and clear writing, cred iblility of sources,rhetorical devices, falla cies, unclear or misleading language, and the  characteristics of various types of argument ts.(3 credit hours/classroom)",Critical Thinking & Writing,['91'],13 open seats,155
