category,credits,link,description,title
Fine Arts 3D: Sculpture,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4789,"Ceramic Sculpture is an advanced elective studio course which includes both aesthetic and technical information applied to producing contemporary ceramic sculpture. Over the semester, discussions concerning the potential of ceramic technologies and uses surrounding the art object and sculpture will be built into the content of studio projects/investigations. Slide and book lectures will include objects of various cultures and periods. Presentation of objects, installation, site-specific and environmental art in nature and architecture will also be discussed and experienced. Through involved exploration, each student should expect to produce work which reflects personal technical and conceptual development.",3DSC304 Ceramic Sculpture .
Fine Arts 3D: Sculpture,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4792,"This is a hands-on studio course focusing on sculptural object-making, using wood as a medium. The course will integrate intuitive approaches and structured processes through direct engagement with the material. In addition to guiding the student through various technical hurdles encountered as the projects unfold, equal stress is placed on the development of ideas and intent. Investigations in planning and prototyping, multiples production and large-scale works will also be included.",3DSC309 Advanced Wood Sculpture .
Fine Arts 3D: Sculpture,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4793,"This course is intended for object-makers, to introduce motion into their sculpture. An overview on the history of kinetic art is provided to inspire a richness of conceptual thinking. The course is directed toward a final project of the students design, which may be sculpture, installation, performance, costume, robotics, toys, etc. Issues covered include: mechanism design and troubleshooting; hand cranks; ratchets; solenoids; motors; drive systems; and, basic steelworking techniques aimed at building safe and reliable kinetic art.",3DSC310 Intro to Kinetic Art .
Fine Arts 3D: Sculpture,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5553,"This course builds upon the knowledge and expertise gained in Iron Casting (3DSC-220).Advanced assignments are given, and students engage in advanced level studio research withinthe medium and process of iron casting.",3DSC314 Iron Casting II .
Fine Arts 3D: Sculpture,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4796,"Nurtures the development of a coherent body of work based on sophisticated techniques and a maturing sense of aesthetic direction. The course stresses the importance of drawing, model-making, and journals to the creative process. Group and individual discussions emphasize the development of critical vocabulary along with advanced technical exploration. 6 credits (two semesters).",3DSC350 Adv.Studio: Sculpture .
Fine Arts 3D: Sculpture,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4797,"Nurtures the development of a coherent body of work based on sophisticated techniques and a maturing sense of aesthetic direction. The course stresses the importance of drawing, model-making, and journals to the creative process. Group and individual discussions emphasize the development of critical vocabulary along with advanced technical exploration. 6 credits (two semesters).",3DSC351 Adv.Studio: Sculpture .
Fine Arts 3D: Sculpture,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4798,Development of skills and techniques used in ferrous and nonferrous metal object-making. Students learn hot forge processes and machine tooling. Projects incorporate conceptual experimentation and technical skill development. Proper use and maintenance of all equipment is stressed.,3DSC353 Metals Fabrication & Blacksmithing .
Fine Arts 3D: Sculpture,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4799,"An in-depth study of the bones and muscles of the human figure, working primarily in 3D form. Course covers movement, proportions, and development through growth and aging.",3DSC354 Anatomical Structure .
Fine Arts 3D: Sculpture,,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4800,,3DSC392 SC Course Assistantship 
Fine Arts 3D: Sculpture,,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4801,,3DSC398 SC Internship 
Fine Arts 3D: Sculpture,,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4802,,3DSC399 SC Independent Study 
Fine Arts 3D: Sculpture,,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4803,,3DSC399 SC Independent Study 
Fine Arts 3D: Sculpture,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4807,"A forum for discussion of current issues related to contemporary sculpture. Students research the topics and artists important to their own development. Visiting artists, slide lectures, studio visits, and exhibitions are incorporated. Students work with faculty to develop a personal body of work that represents depth and breadth of exploration of appropriate media. Mid-semester critiques and final semester review boards required. Before graduation, students are required to document their work and submit 10-20 slides of their final projects to the FA3D Department.",3DSC401 3D Seminar: Sculpture .
Fine Arts 3D: Sculpture,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4808,"Production of a consistent, advanced body of work. Students work with faculty to develop a personal body of work that represents depth and breadth of exploration of appropriate media. Group and individual discussions emphasize the development of critical vocabulary along with advanced technical exploration. 6 credits",3DSC450 Adv.Studio: Sculpture Not on Web .
Fine Arts 3D: Sculpture,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4809,"Production of a consistent, advanced body of work. Students work with faculty to develop a personal body of work that represents depth and breadth of exploration of appropriate media. Group and individual discussions emphasize the development of critical vocabulary along with advanced technical exploration. 6 credits",3DSC451 Adv.Studio: Sculpture .
Fine Arts 3D: Three Dimensional Arts,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4810,"An introduction to object-building in the woodshop. Students are instructed in the proper use and application of hand and power tools, material selection, and safety issues. Weekly projects incorporate design/concept problem solving with various construction form-making techniques.",3DTD201 Projects in Wood .
Fine Arts 3D: Three Dimensional Arts,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4812,"This is a studio-based course that focuses on making ceramic objects which improve peoples health and living conditions. Students will be introduced to various global non-profit organizations whose missions are to combine art and social concerns, including water purification, hunger, shelter and mental stress while learning how to make their own ceramic objects. Various handbuilding, wheelthrowing, mold-making and design techniques will be used in studio projects. This course is appropriate for both beginning and advanced-level students.",3DTD208 Objects That Change Lives .
Fine Arts 3D: Three Dimensional Arts,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4814,"This course will expose students to a variety of somewhat specialized techniques that can be applied to furniture production. Sessions explore the basics of select special skills, with of the objective of giving students enough exposure to begin applying these techniques independently to their studio projects. Areas of study may include turning, veneering, vacuum pressing, casework techniques, laminating, chair-making techniques, upholstery, caning and marquetry, and carved molding.",3DTD210 Advanced Techniques for Furniture Making .
Fine Arts 3D: Three Dimensional Arts,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4811,"MassArt is an institution, but it doesnt have to look like one! There are many needs that the college has for stairway banisters, planters, railings, conference tables, signage etc. This course is a focused effort to address some of the needs of the college as a professional, creative opportunity. Students select one or more projects for the class to address as a group effort.",3DTD213 Artist Resource Projects .
Fine Arts 3D: Three Dimensional Arts,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5577,"This is a multi-disciplinary course using laser-cutting technology to explore new ways ofdesigning and making art with digital design processes to achieve a physical outcome. Thecourse provides a hands-on introduction to laser technology as a resource for creativeapplications within the art practice. Students will investigate the use of multiple materialsresulting in sculptural objects and installation concepts, jewelry and accessories, apparel andfunctional products. This process is particularly interesting for the creation ofmultiples, for the fabrication of functional components, for the production of repeated simpleshapes and for the creation of one of a kind objects. In addition instruction in laser cuttingand software, students will be introduced to the use of hand tools, drills, cold connections, heatforming and adhesives.",3DTD214 Lasercutting for Object Makers .
Fine Arts 3D: Three Dimensional Arts,,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4818,"This is a drawing class that will join drawing to sculpture and object-making. The class explores conventional and experimental ways to draw and to incorporate drawing into studio practice. Some projects will focus on skills, others on conceptual aspects of the relationship between 2D and 3D thinking and production. Students will work on self-curating and presentation. Most of the work will be done in class. This class is a 300 level class open to all.",3DTD304 Drawing Between 2D and 3D 
Fine Arts 3D: Three Dimensional Arts,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4816,"This lecture-based course is designed to provide a deeper understanding of the jewelry traditions in non-western as well as western cultures. Topics are thematically organized and examine historic and contemporary contexts through slide lectures. The lectures are complemented by a library tour, fieldtrips, visits to local museum collections and current gallery exhibitions and visiting artist lectures (which are organized by the Jewelry and Metalsmithing Area). Ongoing class discussions focus on related topics and assigned reading material. Part of the class is geared towards strengthening presentation as well as research skills through specific assignments.",3DTD309 History of Adornment .
Fine Arts 3D: Three Dimensional Arts,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5554,This course is designed to allow students to develop and utilize do it your selfapplications of industrial technologies. The goal is to empower students to examine anddissect process that require expensive and complex equipment that are prohibitivelyexpensive or otherwise difficult to access or obtain in order to develop safe and effectivehacks that can be achieved with a trip to the local hardware store.,3DTD322 DIY Industrial Art Tech .
Fine Arts 3D: Three Dimensional Arts,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4823,"In this course students initiate and are guided through a hands-on design/build project based on fundamental tenets of furniture design. Students will come to class with work from Design Processes for Furniture Design to use as the basis for their project. This studio shop course will begin with a review of design fundamentals and the concept design process. If necessary, concepts are refined through additional drawings and maquette model-making as preparation for the concluding phase: completion of the final product. This class will also be open to students outside of the certificate program who have experience in basic hand tool use and maintenance as well as a comfort level for work in standing machine power tools.",3DTD330 The Art of Furniture Design I: Fundamentals of Design and Construction .
Fine Arts 3D: Three Dimensional Arts,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4824,"In this course students initiate and are guided through a hands-on design/build project based on fundamental tenets of furniture design. Students will come to class with work from Design Processes for Furniture Design to use as the basis for their project. This studio shop course will begin with a review of design fundamentals and the concept design process. If necessary, concepts are refined through additional drawings and maquette model-making as preparation for the concluding phase: completion of the final product. This class will also be open to students outside of the certificate program who have experience in basic hand tool use and maintenance as well as a comfort level for work in standing machine power tools.",3DTD340 The Art of Furniture Design II: Fundamentals of Design and Construction .
Fine Arts 3D: Three Dimensional Arts,,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4826,,3DTD392 TDA Course Assistantship 
Fine Arts 3D: Three Dimensional Arts,,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4827,,3DTD398 TDA Internship 
Fine Arts 3D: Three Dimensional Arts,,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4828,,3DTD399 TDA Independent Study 
Fine Arts 3D: Three Dimensional Arts,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4832,"An examination of the business aspects of being an artist and a survey of career options and graduate school possibilities. Various professionals visit the class, including accountants, gallery directors, curators, lawyers, working artists, and public art directors. Students prepare a professional portfolio, which includes a resume and statement of intent, and give several presentations. Students are required to leave a copy of these materials in the FA3D office upon graduation. This course is required of all seniors in FA3D and is offered in the fall semester only.",3DTD400 FA3D Senior Seminar .
Fine Arts 3D: Three Dimensional Arts,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4833,"Working with greater autonomy in the shop environment, each student develops a more advanced design project in consultation with faculty. The project will be based on students ongoing practice of concept documentation and idea development in their sketchbooks, and focused on continued evolution of individual vision and practice. Practical issues such as rapid decision making and timely procurement of materials are incorporated into the design/build process. This course may be combined with the Art of Furniture class depending upon enrollment.",3DTD440 Intermediate Furniture Design: Pre-Capstone Studio .
Fine Arts 3D: Three Dimensional Arts,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4834,"This is the culmination of a five-semester concentration on the development of studio furniture. Students are required to produce a significant work of merit - a furniture suite, or a series of pieces - in order to successfully complete the capstone course. The expectation is for the student to produce work which is a cohesive representation of his or her individual aesthetic voice and vision. As such, the final work will be the defining element of the emerging artists portfolio as the student moves into professional practice.",3DTD441 Furniture Design Capstone .
Graphic Design,6,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4837,"This sophomore-level required course meets twice per week for 5 hours; it is a 6-credit course. Sophomore Studio provides a foundation in the methods of concept, image, and form development. Students are introduced to the language of design; working in both traditional and digital media, students will explore issues of form, color, texture, image, sequence and narrative, learning how to harness these elements to communicate concepts clearly, effectively and expressively. Mind-mapping and the sketching of ideas as a part of the process of inquiry and design problem solving also will be covered. Faculty will collaborate and share lectures and demonstrations across all sections.",CDGD206 Sophomore Graphic Design Studio .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4838,"A study of the design and use of basic letterforms, typographic contrast, hierarchy of information, major type families and their characteristics, typographic grids, and legibility.",CDGD210 Typography I .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5180,"The first component of the course involves theuse of both cursive and spontaneous writing andletterforms as a basis for establishing anindissoluble relationship of text and image. Theenergy and vitality of words and lyrics used inpoetry and music is linked to their conceptualdevelopment of graphic imagery as appropriate tocontemporary society, communication modes andlanguage usage. A familiar personal writingalphabet will be created and exercised as astarting skill later conjoined with brushedletterforms to establish East-West culturalletterforms analysis and contrast. The secondcomponent of the course involves the design ofexperimental abstract letterforms through drawingand design exercises using hand media to exploreextensions and graphic elaborations of existingfonts with the intent of using them for specificvisual communication problems.",CDGD214 Lettering in Design
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4840,"Basic design principles and skills are applied to graphic design projects. The course presents the formal elements of typography, color, and idea generation in the context of design responsibility and the development of professional attitudes and approaches to problem solving.",CDGD220 Graphic Design I .
Graphic Design,6,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4841,"In this sophomore level required course, students continue their typographic education by looking at issues of text type, typographic structure and hierarchy. They develop their sensitivity to type at both a macro and micro level, and explore issues related to typography for print and screen environments. The course meets twice a week.",CDGD230 Typography II .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4842,"An introduction to hand set metal and wooden type, letterpress printing techniques, and limited edition printing on fine papers. Emphasis on typography rather than pictorial elements.",CDGD300 Letterpress Printing .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4843,"An introduction to the field of packaging design, covering branding, graphics, materials, technology, and typography. This studio course focuses on design phases from concept to three-dimensional comprehensives, and includes field trips and guest lecturers. The goal of this class is to engage the five senses in the consumer experience with the product/package and create memorable packaging that sells product.",CDGD302 Package Design .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4845,"Introduction to web development skills through the use of Dreamweaver and Flash. Design for the web and multimedia through the use of assignments, examples, and discussion.",CDGD304 Web Design I .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4847,"This course explores almost every area involved in print production for graphic designers,including offset printing, printing estimates and working with a printer, binding and finishingpaper, pre- press, color seperation and color proofing, and halftones and scanning issues. Thecourse centers around a community service- based print project that is designed and produced bystudents.[Formely Print Production]",CDGD305 Community Partnership Design .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4849,"This course will focus on encouraging students to develop a personal vision and means of photographic expression coupled with the technical skills and confidence to work in digital media to improve the content of their individual communication through print or the web. By introducing students to the language and tools of digital photography, they will understand how to create, import and transform images into digital format as well as alter them using a graphics program. Students will also explore some of the fundamental principles of photography and its uses.",CDGD306 Digital Photography .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4853,"Advanced course in information architecture focused on exploring large and complex, user-centered systems of information with emphasis on organization, navigation and management. Subjects of study include printed and interactive media. The course content represents professional problem-solving methods in interface design.",CDGD322 Information Architecture II .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4855,"In this junior level required course, students explore how meaning is created through design by looking at visual communication strategies, communication theory, and the roles of message senders and receivers in the communication process. Coursework includes both print and simple time-based applied projects.",CDGD340 Graphic Design II: Making Meaning .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4856,"In this junior level required course, students continue their study of typography, focusing on issues of authorship and editing, and the designers relationship to text content. Projects are more experimental in nature, and move beyond the single project to simple systems. Additionally, the course involves a research component which prepares students for their degree project research the following semester.",CDGD341 Typography III: Designer and Content .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4857,"This is an introductory course covering basic concepts, methods, and procedures of information architecture with a focus on managing information complexity. This course addresses issues of information structures developed for various contexts and audiences. Subjects of study include print and interactive media, and both static and dynamic approaches to information design.",CDGD342 Information Architecture I .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4858,"This junior/senior course continues to develop skills in creativity and graphic design focusing on the posters utilitarian goal. The course emphasizes conceptual, visual and technical aspects of the medium, its history and impact on society emphasizing persuasive communication and education.",CDGD343 Poster Design .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5182,"Storytelling is the art of expressing humanexperience. Designers such as A. M. Cassandre,Saul Bass, Paula Scher, Kyle Cooper, and NicholasFelton, rely on the principles of storytelling toenrich their work. And a new generation ofinteractive designers like Jonathan Harris,Camille Utterback, and Theo Watson and EmilyGobeille are creating systems that allow users tomake their own stories. In this course, wellexplore storytelling across a broad range ofmedia forms - folk songs, myths, short stories,comic books, photographs, illustrations,paintings, posters, film titles, interfaces, andimmersive experiences. Well read, watch, andlisten to stories from around the world. Mostimportantly, well tell stories through a seriesof three studio projects.",CDGD346 Desiging Stories
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5181,"Students will apply their knowledge of web designto create advanced applications that deal withthe manipulation and display of data. The coursewill cover a range of technologies essential tomodern web design and development includingHTML5, CSS3, JavaScript, jQuery, PHP and MySQL.",CDGD347 Advanced Web Projects
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4846,"This introductory elective course for junior and senior graphic design majors explores the drawing and spacing of collections of digital letterforms. Students will develop original typeface designs with the goal of enhancing their sensitivity to the shapes and uses of letters within print and electronic media. Particular emphasis will be placed on developing better insight into the history and classification of typefaces through the exploration of the influence that traditional and digital design tools have had as shapers of form. Projects will include designing typefaces in response to particular design challenges, the creation of expressive and decorative letterforms, and the consideration of the possibilities within on-screen dynamic typography.",CDGD353 Type Design .
Graphic Design,,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5202,"Branding is an integral part of professionalpractice. It goes far beyond logo design toengage all elements of a designers skill set,from critical anaylsis and strategic thinking, toexacting typography and color theory. Branding establishes systems that allow an organization tovisually express its values and aspirations, and creates a clear and consistent voice acrossmaterials, including business papers, websites,brochures and interfaces. In this class we will explore the branding process from the ground up. We will createresearch-based identity systems that include refined logos, color palettes, typography suites,and image guidelines, all of which will be fleshed out in print and digital samples. We willdiscuss brandings historical precedents, and how those models are evolving in an increasinglydigital environment. Prerequisites: CDGD-220 and CDGD-230 Hybrid Studio Critique ElectiveFall/Spring",CDGD357 Identity Systems 3 Cr
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=5226,"This course is tailored to assist advancedstudents, (Juniors and Seniors) interested inlearning skills in typography, layout, hierarchy,and sequence. The goals of the course are todevelop professional quality presentationmaterials, (rsums, artist statements,proposals, portfolio supplements, etc.). Thecourse will specifically address studentsrequests, and interests on the first day ofclass. Course content will be modified accordingto those requests.",CDGD359 Typography for Non-Graphic Design Major .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4859,"In Language of Motion students explore visual narratives in reference totime-based media. The course emphasizes conceptual, visual and technical aspects oftypography in motion. [Formerly DynamicTypography]",CDGD364 Language of Motion .
Graphic Design,,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4860,"A course assistantship allows qualifiedsophomores, juniors, and seniors to assist afaculty member with whom they have studiedpreviously. Duties may include set up, assistingwith demonstrations and critiques during classmeetings. Course assistants may not gradestudents. Students may register for only one3-credit course assistantship each semester, andno more than two such assistantships may counttoward degree requirements.Students selected by faculty to be courseassistants submit a Course Assistantship formwith the faculty and chairs signatures to theRegistrar during registration and no later thanthe end of the Add/Drop period. Students who areperforming a Teaching Assistantship should followIndependent Study procedures",CDGD392 GD Course Assistantship 
Graphic Design,,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4861,"An internship is a supervised professionalexperience that allows you to use classroomtraining in a real work environment, develop yourskills, focus your career goals, and makeprofessional contacts.MassArt offers students enrolled in a degreeprogram the opportunity to register an internshipfor credit. An internship counts as 3 studioelective credits. To receive credit, theinternship must meet our basic internshiprequirements, be approved by a faculty advisor,and registered before you start the internship.",CDGD398 GD Internship 
Graphic Design,,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4862,"Juniors and seniors who have a specific studioproject which cannot be accomplished within thestructure of a course may arrange to work with afaculty member on an independent basis. TheIndependent Study form (available in theRegistrars Office) includes a description of theproject. Students may take only one 3-creditindependent study each semester, and no more thanfour independent studies will count toward thedegree.Independent Study forms, with faculty and thechairs signatures, should be submitted to theRegistrar during registration and not later thanthe Add/Drop deadline.",CDGD399 GD Independent Study 
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4863,"In this studio/seminar course, students will explore multiple goals and methods of design research in the context of communication design practice. Through case studies and studio projects, multiple creative strategies and tactics in design research will be investigated. The course will make a strong argument for performing rigorous experimentation and analysis as creative practice that makes designers way of thinking and communicating so unique. Additionally, the course involves a student-defined research project in preparation for degree project course.",CDGD402 Design Research .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4864,"Students work on complex projects, researching and developing content. Finished work is portfolio quality, and conceptual thinking, problem-solving, and formal design principles are explored in each critique. Projects allow opportunity for discussion concerning professional business practice and design ethics.",CDGD411 Graphic Design IV .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4865,"This course is an introduction to advertising and explores the kinds of problems that advertising agencies deal with on a day-to-day basis. The interrelationship of the art director, the client, and the consumer is emphasized with the focus on solutions to typical agency problems. When possible, informal talks with art directors and visits to Boston agencies are arranged.",CDGD414 Advertising Design .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4866,This is an advanced course in advertising that builds on the skills and issues introduced in GD 414.,CDGD415 Advertising Design II .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4867,"Preparation of an entry-level portfolio demonstrating professional competence in design, concept, and craft with an emphasis on the students particular area of interest. Students pass a review panel, produce a resume, and interview in the professional design community.",CDGD420 Graphic Design Portfolio .
Graphic Design,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4868,"A continuation of the research began in GD 303X, in this course students synthesize the research, document the design process, and produce a final project based on the chosen subject of their research. At the end of the course, process documentation and design projects are exhibited at a departmental showing.",CDGD430 Senior Degree Project .
History of Art,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4869,"This course is a condensed and comprehensive introduction to the history of Western art from prehistorical times to the twenty-first century. The basic purpose of the course is three-fold: to examine a selection of the most significant monuments of creative endeavor which constitute the canon of Western art; to contextualize succinctly, with historical references and coetaneous examples in other media (especially literature), those monuments; and, finally, to engage students in the ongoing discourse which determines and revises the canon and the ways in which we see and interpret works of art.",HART100 Introduction to Western Art .
History of Art,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4870,"Exploration of the cultural and artistic responses to the major modern, social and,political revolutions between the end of the 18thand 20th centuries. The focus is on rarelycovered artistic responses to political, social,and religious revolutions of the 20th century.Historical, political, philosophical currents and their impact on painting, sculpture, andarchitecture are analyzed. Using a cross-cultural and interdisciplinary approach, the visual artsare viewed in the context of their relationships to political, social, and religious events oftheir representative time periods.",HART206 Art & Revolution .
History of Art,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4871,"Glory of Ancient Greece: Gods, Politics, and Art will survey the private and public art and architecture produced in Greece and its colonies in the east and west. Emphasis will be placed on the interrelationships among art, mythology, religion, athletics, and history. The class will first discuss the early periods before the people known as Greeks and continue with the formation of the Greek city-state and the rise of Athens as a cultural center of the Greek world in the mid-fifth century B.C.E. Students will then address the spread of Hellenism under Alexander the Great, and conclude with the Late Hellenistic Period shortly after Roman domination of the Mediterranean world.",HART207 Ancient Greek Art .
History of Art,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4872,"By the beginning of the third century CE, Romes dominance reached to England in the north, Africa in the south, and Russia and Iraq in the east. By the late third century CE, however, the Roman Empire became unstable. How was one city able to amass such a vast territory in a relatively short period of time? What were the long-lasting effects of Romes attempt at world domination? To help answer these questions and others, students will explore the numerous advancements made in architecture, engineering, and art during the rise and fall of the Roman Empire. Students will also become familiar with various forms of entertainment and literature that address the social, political, and religious makeup of the Roman world.","HART208 Ancient Roman Art: Politics, Propaganda, and the Decadence of Rome ."
History of Art,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4873,"This course will examine the visual arts of early Christianity from its roots until the fall of the Roman Empire in the Latin west in the fifth century, and will continue with an examination of the visual arts of the Roman Empire in the Greek east until the fall of Constantinople in 1453. Topics to be considered will range from whether the image of Christ might be rooted in that of Zeus or of the Roman Emperor to the role and function of icons; from iconoclasm to the art of monumental mosaics; and from cross-cultural interactions between Christian, Jewish and Islamic visual cultures to the role of visual culture in marking the development of a variety of Christian identities.",HART209 Early Christian and Byzantine Art .
History of Art,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4874,"A survey of art produced in early Medieval Europe, Western Asia, and North Africa, focusing on the interaction among the diverse cultural traditions of classical Rome, Byzantium, and Northern Europe from the decline of the Roman Empire through the Christianization of Europe, the advent of Islam, and the establishment of the Holy Roman Empire under Charlemagne. Emphasis will be on wall painting, manuscript illumination, stone sculpture, and portable metalwork objects.",HART210 Early Medieval Art .
History of Art,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4876,"A survey of major monuments of European architecture from the Early Christian era through the Gothic style, including both religious and secular buildings. Elements of structure, and design sources and processes, will be considered alongside the function and reception of different buildings and building types. The class will also explore the place of architecture in urban and rural settings, the importance of pilgrimage and Crusading for the transmission of ideas, and the translation of monastic ideals into buildings.",HART212 Medieval Castles and Cathedrals .
History of Art,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4878,"Artistic Personality in the Renaissance I: The Early Renaissance is the first part in a two-part sequence, opening in the fall semester with an investigation of Italian art in the fourteenth and fifteenth centuries. Students will concentrate on those artists whose works signal the transition from the Early to the High Renaissance, a brief period when Western culture finds a spectacular climax in the artistic productions of Florence, Rome and Venice, and when such work comes to be known, imported, emulated and revered throughout Western Europe and beyond. Primary sources, and above all the artistic biographies of Giorgio Vasari, will be complemented by modern and contemporary scholastic commentaries. Artists include Giotto, Duccio, Masaccio, Brunelleschi, Alberti, Donatello.",HART222 Artistic Personality in the Renaissance I: The Early Renaissance .
History of Art,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4880,"This course explores the art of the Netherlands, France, England, Bohemia, and Germany between about 1350 and 1560, focusing on the development of panel painting and portraiture, and on changes in subject matter, patronage, and the artists practice related to the Protestant Reformation. Modern debates about interpretation and the revelations of recent technical analyses will be brought to bear on the works of Claus Sluter, Jan Van Eyck, Rogier van der Weyden, Petrus Christus, Hieronymous Bosch, Pieter Brughel, Albrecht Durer, Hans Holbein, and others.",HART226 Northern Renaissance Art .
History of Art,3,http://academic-catalog.massart.edu/preview_course_nopop.php?catoid=6&coid=4882,"A survey of American painting, architecture, sculpture, prints and photography from 1600 to the present, covering a wide range of movements including Early American Art, Native American Art, Civil War era photography, Gilded Age painting and architecture, the Ashcan School, Early American Modernism, Regionalism, Surrealism, and Abstract Expressionism. The course will include visits to local museums and institutions that house some of the finest collections of American art in the country, including the Isabella Stewart Gardner Museum, the Museum of Fine Arts, Boston, and the Fogg Museum. We will examine style, technique, and iconography in their historical and cultural contexts, considering the political, social, and intellectual climates articulated in the arts, including systems of patronage and public reception.","HART231 American Art and Visual Culture, 1600 to the present ."
