Category,Id,Description,Title
MU,2722,Cat. I   This course will explore the uniqueness of America's popular music and its  origins in the music of Africa and the folk music of Europe. Particular emphasis  will be given to the origins and history of rock 'n' roll examining its roots in  blues and early American popular music.  [This replaces MU 4625. Credit is not allowed for both MU 4625 and MU 2722.],HISTORY OF AMERICAN POPULAR MUSIC
MU,2723,"Cat. I   This course will investigate the sonic organization of musical works and performances, focusing on fundamental questions of unity and variety. Using a progressive series of composition projects, the class will examine aesthetic issues  that are considered in the pragmatic context of the instructions that composers  provide to achieve a desired musical result. The class will examine the medium  of presentation - whether these instructions are notated in prose, as graphic  images, or in symbolic notation. Weekly listening, reading, and composition assignments draw on a broad range of musical styles and intellectual traditions,  from various cultures and historical periods.  The class will meet for two weekly sessions of one hour and fifty minutes.  Each student will be assigned a performance ensemble. Each performance  ensemble will have a weekly two-hour lab. In addition, each student will keep a weekly log (online) of his and her experiences as a composer.",MUSIC COMPOSITION
MU,2730,"Cat. I   This course examines harmonic and melodic relationships as applied to jazz and popular music composition. Students are introduced to a wide range of jazz improvisational performance practices. Topics include compositional forms,  harmonic structures, major and minor keys, blues, modal jazz, and reharmonization  techniques. Students are expected to have a basic knowledge of  reading music.  [This replaces MU 4624. Credit is not allowed for both  MU 4624 and MU 2730.]",JAZZ THEORY
MU,2801,"Cat. I This course will explore aesthetic and technical considerations of physical automatic mechanical (electro)acoustic instruments and the music that they make.  The history of automatic mechanical instruments reaches back centuries: we will explore some of this history by looking at past designs and listening to the sounds such designs produce. We will consider some of the music that has been composed using such instruments, including Nancarrow's Player Piano Studies, Ligeti's Barrel Organ music, and Gann's pieces for Disklavier. We will also look at modern efforts, which have increasingly moved towards robotics with the integration of computer- based processing and sensing capabilities. We will ask how the music that these  machines make is a product of their design. The technical and project-based  components of this course will introduce students to principles involved in instrument design, actuators, electronic circuits, microcontrollers, and musical programming environments.  We will do all of this with the goal of designing and building new machines to make new kinds of music.      Students who already received credit for MU201x cannot receive credit for MU 2801.      Recommended Background: Fundamentals of Music I and / or Fundamentals of Music II. ",MAKING MUSIC WITH MACHINES
MU,3001,"Cat. II This course introduces students to selected musical cultures of the world, e.g., Africa, Asia, the Middle East, and Latin America, from the ethnomusicological  perspective by examining their musical styles as well as cultural and social  contexts. Students will be expected to read materials in interdisciplinary areas,  including musical ethnographies.  No prior background in music is necessary.   This course will be offeredin 2015-16, and in alternating years thereafter.",WORLD MUSIC
MU,3002,Cat. I   Students will study specific characteristics of instruments and the voice to enable them to successfully arrange vocal and instrumental music. Students will need to  possess a basic knowledge of music theory. Suggested background for this course  is MU 1611 (Fundamentals of Music I) or its equivalent.,ARRANGING AND ORCHESTRATION
MU,3614,"Cat. I  This course examines topics in Music Technology in which the application of MIDI and MIDI systems play a significant role. Topics may vary each year among the following areas: sequencing, live performance, composition, and film scoring. Students can take MU 3614 only one time for credit, but a student interested in taking another version can take a second one as an ISP.  Recommended background: MU 1611 (Fundamentals of Music)",TOPICS IN MIDI
MU,3615,"Cat. I  This course examines topics in Music Technology in which Digital Sound plays a significant role. Topics may vary each year among the following areas: digital editing, audio recording, film scoring, game audio, sound effects, audio production, theatrical sound, and surround sound. Students can take MU 3615 only one time for credit, but a student interested in taking another version can take a second one as an ISP.  Recommended background: MU 1611 (Fundamentals of Music).",TOPICS IN DIGITAL SOUND
MU,3616,"Cat. I  This course examines topics in Music Technology in which Interactive Programming plays a significant role. Topics may vary each year among the following areas: real time performance controllers, algorithmic composition, interface design, sensor technology, and gesture detection.  Students can take MU 3616 only one time for credit, but a student interested in taking another version can take a second one as an ISP. Recommended background: MU 1611 (Fundamentals of Music).",TOPICS IN INTERACTIVE PROGRAMMING
MU,3620,"This course will address concepts of composition through the use of technology. Students will examine existing compositions in electronic music, art music, popular music, film, multimedia, games, and more, and compose new works within these genres. Students will present newly composed works each class and discuss their aesthetic values, musical functions, and technical underpinnings.       Suggested background: knowledge of basic musicianship skills such as melody, harmony, and rhythm, as well as familiarity with at least one digital audio workstation or notation software.      Students may not receive credit for both MU3620 and MU362X. ",ELECTRONIC MUSIC COMPOSITION
PY,1731,"Cat. I   This course provides an overview of key concepts, methods and authors in both fields. These introduce the student to the types of reasoning required for the  pursuit of in-depth analysis in each discipline.   Emphasis on topics and authors varies with the particular instructor.",INTRODUCTION TO PHILOSOPHY AND RELIGION
PY,2711,"Cat. II The course provides an introduction to some key problems in epistemology and metaphysics.  Epistemology is the branch of philosophy inquiring into the nature and conditions of knowledge and truth. Epistemologists ask such questions as: How should we define knowledge? How has the being of nature and knowledge of nature been represented in Western philosophy and science? Is knowledge objective? What constitutes adequate justification for holding a belief? Are different kinds of bodies treated as differently credible in terms of knowledge production? Is it even possible to know anything about the world at all? Metaphysics explores questions concerning the nature and structure of reality, such as: What is the self? Do souls exist? How important are categories such as gender, race, class, and sexuality in forming our identities? Does God exist? Is reality material, immaterial, or a combination of both? What is time? Am I the same person today that I was yesterday? What kind of a phenomenon is mind or thought and can entities in addition to human beings, such as computers, be said to have this attribute? Students will explore questions such as these and others as they submit their beliefs about the nature of knowledge and reality to philosophical examination.      Recommended Background: PY/RE 1731, Introduction to Philosophy and Religion. This course will be offered in 2015-16, and in alternating years thereafter.",PHILOSOPHICAL THEORIES OF KNOWLEDGE AND REALITY
PY,2712,"Cat. II This course examines metaphysical and moral questions that philosophers have raised about social and political life. Among questions treated might be: What  are the grounds, if any, of the obligation of a citizen to obey a sovereign? Are  there basic principles of justice by which societies, institutions and practices are  rightly evaluated? What is democracy, and how can we tell if an institution or  practice is democratic? To what degree do economic institutions put limits on  the realization of freedom, democracy and self-determination? Readings might  include excerpts from the works of Plato, Hobbes, Locke, Rousseau and Marx,  as well as numerous contemporary philosophers.   Suggested background: familiarity with basic concepts in philosophy (as in  PY/RE 1731).  This course will be offered in 2015-16, and in alternating years thereafter.",SOCIAL AND POLITICAL PHILOSOPHY
PY,2713,"Cat. II The purpose of this course is to evaluate the social impact of technology in the areas of biology/biotechnology, biomedical engineering and chemistry. The focus  of the course will be on the human values in these areas and how they are  affected by new technological developments. The course will deal with problems  such as human experimentation, behavior control, death, genetic engineering  and counseling, abortion, and the allocation of scarce medical resources. These  problems will be examined through lectures, discussions and papers.        Suggested background: knowledge of key terms and concepts as given in  PY/RE 1731 and PY/RE 2731.  This course will be offered in 2015-16, and in alternating years thereafter.",BIOETHICS
PY,2716,"Cat. II This course examines difference as a concept and as phenomenon that emerges in everyday experience, especially in regard to identity categories like gender, race, class, sexuality, ability, and species. Students will consider the ontological categories of same and different, normal and abnormal, and self and other as they apply to psychological processes of identify formation and social processes of inclusion and exclusion. We will also explore how our conceptions of difference are influenced by and influence (for example) religion, science, politics, work, and art. Most importantly, we will inquire into the foundations of the categorizations of beings and things that are operative in our contemporary cultures and subject them to intellectual scrutiny. Course readings span a range of philosophical traditions including Continental philosophy, analytic philosophy, Latina/o philosophy, feminist philosophy, queer theory, critical race theory, disability theory, and environmental philosophy.      Recommended Background: PY/RE 1731, Introduction to Philosophy and Religion or PY/RE 2731, Introduction to Ethics. This course will be offered in 2015-16, and in alternating years thereafter.  ",PHILOSOPHIES OF DIFFERENCE
PY,2717,Cat. I   This course will focus on the following questions:   What is the scope of the current environmental crisis? What does this crisis  reveal about the philosophical presuppositions and dominant values of our  intellectual worldviews and social institutions? How can existing social theories  help explain the environmental crisis? What implications does the crisis have for  our sense of personal identity? What moral and spiritual resources can help us  respond to it?   Readings will be taken from contemporary and historical philosophers and  naturalists.   Suggested background: familiarity with basic concepts in philosophy (as in  PY/RE 1731).,PHILOSOPHY AND THE ENVIRONMENT
PY,2718,"Cat. I This course takes up the question of the relationship between self and other, the tension between freedom and responsibility, and the problem of ethical and political commitment in an alienating world. How is individuality possible in a mass society? To what extent are we responsible for others? What would a philosophy of action look like? In examining such questions, the course will focus specifically on two important movements in 19th and 20th century philosophy, existentialism and phenomenology. Readings might include works by Kierkegaard, Nietzsche, Levinas, Camus, Beauvoir, Sartre, Fanon, and Merleau- Ponty, as well as contemporary readings by feminist and critical race theorists working within the phenomenological tradition. Students will also encounter some of the great works of existentialist fictionand cinema.      Suggested Background: PY/RE 1731, Introduction to Philosophy and Religion.",FREEDOM AND EXISTENCE
PY,2719,"Cat. I This course is an in-depth consideration of the meaning, value, and consequences of scientific inquiry. Questions explored may include: Does science yield truth? Are the results of scientific inquiry more a reflection of the workings of the human mind than of those of the external world? Do pivotal scientificconcepts like gene, electron, photon, species, and ecosystem point to entities that actually exist? Does the history of science, which includes many refutations of theories once believed to be true, raise questions about whether currently accepted theories should be trusted? By what methods does a scientific community validate knowledge claims and how are these processes affected by social, political, and economic contexts? Does a scientist have a responsibility to conduct morally conscientious research? How does the development of technology affect our spiritual and moral characters? In what ways is science similar to religion and in what ways is it different? The focus of this course may vary each time it is offered from an examination of science in general to an investigation of the foundations of specific branches of science such as physics, biology, environmental science, or social science. Recommended Background: PY/RE 1731, Introduction to Philosophy and Religion or PY/RE 2731, Introduction to Ethics.",PHILOSOPHY OF SCIENCE
PY,2731,"Cat. I   This course will review at an introductory level theories of ethics, individual  figures in the history of ethics, and selected problems in ethics. The emphasis  will be on philosophical or religious ethics depending on the instructor.",INTRODUCTORY ETHICS
PY,2732,"Cat. II This course examines medicine, not from a scientific or professional view, but from a specificallyhumanistic approach. Using essays, films, fiction, poetry and plays, we will aim to make explicit the moral values most deeply held by practitioners in the healing professions. What other kinds of values can get in the way of those most deeply held aims? What are the responsibilities of a medical professional in today's society? What are the sources of those responsibilities? The course will focus both on professional and personal dilemmas and will help students think through some moral problems that are likely to confront them in their professional and personal lives. The class should also help prepare students to navigate through the tough moral issues they are likely to face, either as a medical professional, a citizen, a parent, a child of parents, or as potentially a sick person themselves. This class proposes to grant students the reflective time to read some of the most eloquent authors on suffering, caretaking, and sickness (for example, Oliver Sacks, Jerome Groopman, Susan Sontag, Leo Tolstoy, Virginia Woolf, Tony Kushner, Tracy Kidder, Perri Klass, etc.) and to express their reflections on these resources in effective communication.      Recommended Background: PY/RE 1731 or an introductory level literature course. This course will be offered in 2016-17, and in alternating years thereafter.","SUFFERING, HEALING & VALUES"
PY,2734,"Cat. II Spirituality is a philosophical perspective which stresses the role of virtue in happiness and morality; a psychological perspective on emotions and desire; and an essential dimension of religious life. Found in all religions, it is also personally important for the tens of millions who describe themselves as ""spiritual but not religious."" This course will investigate the many dimensions of spiritual thought and practice, focusing on questions such as: What similarities/differences exist among the spiritual teachings of traditional religions? What is a spiritual experience, a spiritual lesson, a spiritual life? What is the role of spiritual practices such as yoga, meditation, and prayer? What is the place of spirituality in medicine (e.g., meditation as treatment for stress), our relation to nature (e.g., the experience of a sunset), and political life (e.g., Gandhi, King, spiritual environmentalism)? Beyond scientific knowledge, technological expertise, and common sense, is there such a thing as wisdom?      Recommended background: PY/RE 1731, Introduction to Philosophy and Religion. This course will be offered in 2016-17, and in alternating years thereafter.",PHILOSOPHY AND SPIRITUALITY
PY,3711,"Cat. I The purpose of this course is to expose students to somewhat more advanced and specialized study in philosophy. Its focus will vary, but will typically be one of the following types: a particular philosopher (e.g., Plato, Kant, Mill); a particular philosophical tradition (e.g., Pragmatism, Ordinary Language philosophy, Empiricism); a particular philosophical problem (free will, knowledge of other minds, historical explanation); or a particular philosophical classic (Hegel's Phenomenology of Mind, Aristotle's Ethics). The topical theme of the class will be provided as a modified course title in the course description posted online.       PY 3711 may be taken only once for credit.      Recommended Background: Three courses in philosophy.",TOPICS IN PHILOSOPHY
PY,3712,"Cat. II This course will focus on philosophical questions concerning the following  topics: the existence and nature of God; the compatibility of God and evil; the  nature of religious faith and the relationship between religion, science and  ethics; interpretations of the nature of religious language; the philosophically  interesting differences between Western and Eastern religions; philosophical  critiques of the role of religion in social life. Authors may include: Hume, Kant,  Kierkegaard, Buber, Tillich, Daly, Nietzsche and Buddha.       Suggested background: familiarity with basic religious concepts and terms (as  in PY/RE 1731).  This course will be offered in 2016-17, and in alternating years thereafter.",PHILOSOPHY OF RELIGION
PY,3731,"Cat. I This course provides an opportunity for advanced study of selected problems in ethical theory and social philosophy. Students will consider the theoretical underpinnings of our moral, political, and social relations and the nature of right and wrong as they apply beyond the level of the individual to society, culture, the state, the earth, and global politics.  While the course always emphasizes critical thinking with theoretical arguments and problems, the thematic focus and content of the course will change according to the instructor who offers it. The specific focus may be on global justice, public debates regarding ethical issues, the relation of capitalism to democracy, social contract theories, questions of gender, sexuality, race, and class, or other areas that engage ethics and social philosophy.        Suggested background: Knowledge of either Introductory Ethics (RE/PY 2731) or Social and Political Philosophy (PY 2712). ",PROBLEMS IN ETHICS AND SOCIAL PHILOSOPHY
RE,1731,"Cat. I   This course provides an overview of key concepts, methods and authors in both fields. These introduce the student to the types of reasoning required for the  pursuit of in-depth analysis in each discipline.   Emphasis on topics and authors varies with the particular instructor.",INTRODUCTION TO PHILOSOPHY AND RELIGION
RE,2721,"Cat. I   The purpose of this course is to examine how the two institutions of religion  and culture interact and mutually influence one another. To do this a variety of  definitions of religion and culture will be presented as well as an analysis of how  religion interacts with such cultural phenomena as economics, politics, the state,  war and the basic problem of social change. The purpose of this is to obtain a  variety of perspectives on both religion and culture so that one can begin to  articulate more clearly the different influences that occur in the development of  one's own personal history and the culture in which one lives.  Suggested background: knowledge of key terms and concepts as given in  PY/RE 1731.",RELIGION AND CULTURE
RE,2722,"Cat. I   Notions of good and evil shape many of our day to day religious and philosophical claims and arguments. This course concerns questions and approaches to  what is often called ""evil,"" through a study of classical and contemporary texts  and problems. The focus of the course will vary, but will include metaphysical,  moral, and political ideas about kinds and relations of goods and evils from  different religious and philosophical perspectives. This study takes into account  notions of error, ignorance, wrong-doing, freedom and responsibility evident in  contemporary religious and philosophical debate.",QUESTIONS OF EVIL AND GOOD
RE,2723,"Cat. II The purpose of this course is to examine, from an historical, doctrinal, scriptural and philosophical perspective, major Western religions. The course will focus  primarily on Judaism, Christianity and Islam. Other religions will be examined.  The course will attend to the social context in which these religions developed  and will examine their continuing influence on Western society.        Suggested background: RE/PY 1731 and RE 2721.  This course will be offered in 2016-17, and in alternating years thereafter.",RELIGIONS OF THE WEST
RE,2724,"Cat. II The purpose of this course is to examine, from the perspectives of history text, practice, and philosophy, some or all of the following religions: Hinduism,  Buddhism, Taoism, Confucianism, and Shinto. The course will attend to the  social context in which these religions began, their relations with their culture,  their rituals and their continuing influences in the East and West.        Suggested background: PY/RE 1731 and RE 2721.   This course will be offered in 2015-16, amd in alternating years thereafter.",RELIGIONS OF THE EAST
RE,2731,"Cat. I   This course will review at an introductory level theories of ethics, individual  figures in the history of ethics, and selected problems in ethics. The emphasis  will be on philosophical or religious ethics depending on the instructor.",INTRODUCTORY ETHICS
RE,2732,"Cat. II This course examines medicine, not from a scientific or professional view, but from a specifically humanistic approach. Using essays, films, fiction, poetry and plays, we will aim to make explicit the moral values most deeply held by practitioners in the healing professions. What other kinds of values can get in the way of those most deeply held aims? What are the responsibilities of a medical professional in today's society? What are the sources of those responsibilities? The course will focus both on professional and personal dilemmas and will help students think through some moral problems that are likely to confront them in their professional and personal lives. The class should also help prepare students to navigate through the tough moral issues they are likely to face, either as a medical professional, a citizen, a parent, a child of parents, or as potentially a sick person themselves. This class proposes to grant students the reflective time to read some of the most eloquent authors on suffering, caretaking, and sickness (for example, Oliver Sacks, Jerome Groopman, Susan Sontag, Leo Tolstoy, Virginia Woolf, Tony Kushner, Tracy Kidder, Perri Klass, etc.) and to express their reflections on these resources in effective communication.      Recommended Background: PY/RE 1731 or an introductory level literature course. This course will be offered in 2016-17, and in alternating years thereafter.","SUFFERING, HEALING & VALUES"
RE,3721,"Cat. I The purpose of this course is to expose students to somewhat more advanced or specialized study in religion. The focus will vary, but the material will be drawn from a particular religious thinker, a particular religious tradition or a particular historical or contemporary problem. The topical theme of the class will be provided as a modified course title in the course description posted online.       RE 3721 may be taken only once for credit.",TOPICS IN RELIGION
RE,3731,"Cat. I This course provides an opportunity for advanced study of selected problems in ethical theory and social philosophy. Students will consider the theoretical underpinnings of our moral, political, and social relations and the nature of right and wrong as they apply beyond the level of the individual to society, culture, the state, the earth, and global politics.  While the course always emphasizes critical thinking with theoretical arguments and problems, the thematic focus and content of the course will change according to the instructor who offers it. The specific focus may be on global justice, public debates regarding ethical issues, the relation of capitalism to democracy, social contract theories, questions of gender, sexuality, race, and class, or other areas that engage ethics and social philosophy.        Suggested background: Knowledge of either Introductory Ethics (PY/RE 2731) or Social and Political Philosophy (PY 2712) ",PROBLEMS IN ETHICS AND SOCIAL PHILOSOPHY
SP,357X,"Cat. I   A very intensive course that will introduce the student to the basic grammar of Spanish, emphasizing the four language skills: listening, speaking, reading and  writing. It will also introduce the student to different aspects of Hispanic  cultures in the U.S. and in Spanish-speaking countries. Students who have taken  Spanish in high school are urged to take a placement exam before enrolling in  either level of Elementary Spanish.   To enroll in this course, you must obtain written permission from one of the  Spanish professors. This course is reserved for those students with only one year of high  school Spanish or with no previous experience. This course is closed to native speakers  of Spanish and heritage speakers except with written permission from the instructor.",LANGUAGE/CUTRL IMMERS-BUEN AIR
SP,1523,"Cat. I   A very intensive course that will introduce the student to the basic grammar of Spanish, emphasizing the four language skills: listening, speaking, reading and  writing. It will also introduce the student to different aspects of Hispanic  cultures in the U.S. and in Spanish-speaking countries. Students who have taken  Spanish in high school are urged to take a placement exam before enrolling in  either level of Elementary Spanish.   To enroll in this course, you must obtain written permission from one of the  Spanish professors. This course is reserved for those students with only one year of high  school Spanish or with no previous experience. This course is closed to native speakers  of Spanish and heritage speakers except with written permission from the instructor.",ELEMENTARY SPANISH I
SP,1524,Cat. I   A continuation of Elementary Spanish I.   Recommended background: SP 1523.   This course is closed to native speakers of Spanish and heritage speakers except with  written permission from the instructor.,ELEMENTARY SPANISH II
SP,2521,"Cat. I   A course designed to allow students to improve their written and oral skills,  expand their vocabulary and review some important grammatical structures.  Students will also read short stories and poems by some of the most representative  Spanish American and Spanish authors, such as Horacio Quiroga, Jorge Luis  Borges, Gabriela Mistral and Ana Maria Matute.   Recommended background: Elementary Spanish II.   This course is closed to native speakers of Spanish and heritage speakers except with  written permission from the instructor.",INTERMEDIATE SPANISH I
SP,2522,Cat. I   A continuation of Intermediate Spanish I.   Recommended background: SP 2521.   This course is closed to native speakers of Spanish and heritage speakers except with written permission from the instructor.,INTERMEDIATE SPANISH II
SP,3521,Cat. I   A course that continues to improve students' language skills while deepening  their understanding of Hispanic cultures. Some of the topics studied are: the  origins of Hispanic cultures in Spain and Spanish America; family; men and  women in Hispanic societies; education; religion.   Recommended background: Intermediate Spanish II.  This course is closed to native speakers of Spanish except with written permission  from the instructor.,ADVANCED SPANISH I
SP,3522,Cat. I   A continuation of Advanced Spanish I.   Recommended background: SP 3521.  This course satisfies the Inquiry Practicum requirement.   This course is closed to native speakers of Spanish except with written permission  from the instructor.,ADVANCED SPANISH II
SP,3523,"Cat. II   An introduction to various aspects of life in Latin American countries from early times to the present. Focusing on the social and political development of Latin  America, the course will reveal the unity and diversity that characterize  contemporary Latin American culture. Typical topics for study include: the  precolumbian  civilizations and their cultural legacy; the conquistadores and the  colonial period; the independence movements; the search for and the definition of  an American identity; the twentieth-century dictatorships; and the move toward  democracy.        Recommended background: SP 3521 (Advanced Spanish I) and SP 3522  (Advanced Spanish II) or equivalent.   This course will be offered in 2015-16, and in alternating years thereafter.      This course satisfies the Inquiry Practicum requirement. ",TOPICS IN LATIN AMERICAN CULTURE
SP,3524,"Cat. II This course, taught in the Spanish language, focuses on the major literary movements in Spanish America, from the ""Modernista"" movement at the turn  of the century to the Latin American ""Boom"" of the 1960s to the political  literature of the '70s and '80s. The work of representative authors, such as  Ruben Dario, Julio Cortazar, Rosario Castellanos, Elena Poniatowska, will be  discussed.              Recommended background: SP 3521 (Advanced Spanish I) and SP 3522  (Advanced Spanish II) or equivalent.   This course will be offered in 2015-16, and in alternating years thereafter.      This course satisfies the Inquiry Practicum requirement.",SPANISH-AMERICAN LITERATURE IN THE TWENTIETH CENTURY
SP,3525,"Cat. II Through Latin American and Caribbean films, and other media sources, this  course studies images, topics, and cultural and historical issues related to modern  Latin American and the Caribbean. Within the context and influence of the  New Latin American Cinema and/or within the context of the World Wide  Web, radio, newspapers, and television the course teaches students to recognize  cinematographic or media strategies of persuasion, and to understand the images  and symbols utilized in the development of a national/regional identity. Among  the topics to be studied are: immigration, gender issues, national identity,  political issues, and cultural hegemonies.  Taught in advanced level Spanish. May be used toward foreign language  Minor, or Major.        Recommended Background: SP 2521 and SP 2522, and SP 3523.   This course will be offered in 2015-16, and in alternating years thereafter.      This course satisfies the Inquiry Practicum requirement.",SPANISH AMERICAN FILM/MEDIA: CULTURAL ISSUES
SP,3526,"Cat. II The basis of this course is a comparative study and analysis of specific Latin American and Caribbean business practices and environments, and the customs  informing those practices. SP/ID 3526 focuses on countries such as Mexico, Argentina, Chile, Puerto Rico, and Costa Rica. The course?s main objective is to  study communication strategies, business protocol, and negotiation practices in  the countries mentioned above. Through oral presentations and written essays,  students will have the opportunity to explore other countries in Latin America  and the Caribbean.  Taught in advanced level Spanish. May be used toward foreign language  Minor, or Major.       Recommended Background: SP 2521 and SP 2522.    This course will be offered in 2016-17, and in alternating years thereafter.      This course satisfies the Inquiry Practicum requirement.",COMPARATIVE BUSINESS ENVIRONMENTS
SP,3527,"Cat. II The course focuses on the linguistic concepts, terminology, and grammar  involved in business and technical Spanish. Students will be required to produce  and edit business documents such as letters, job applications, formal oral and  written reports, etc. The objective of this course is to help students develop the  basic written and oral communication skills to function in a business environment  in Latin America and the Caribbean.        Recommended background: SP 2521 and SP 2522.   This course will be offered in 2015-16, and in alternating years thereafter.      This course satisfies the Inquiry Practicum requirement.",TECHNICAL AND BUSINESS SPANISH
SP,3528,"Cat. II This course is an introduction to various aspects of life in Spain, from early  times to the present. The main focus is on Spain's social, political, and cultural  development and its experience of diversity within its European context. Typical  topics for study include: The Reconquista and the Arab influence in Spanish  culture, the Spanish monarchy, its evolution into a democracy, the development  of modern politics, the importance of the Spanish Civil war, and the influence  of writers (such as Federico Garcia Lorca), painters (such as Pablo Picasso), and  art in general in modern Spanish culture. This course is taught in Spanish.   Recommended background: SP 3521 (Advanced Spanish I) and SP 3522  (Advanced Spanish II) or equivalent.   This course will be offered in 2015-16, and in alternating years thereafter. This course satisfies the Inquiry Practicum requirement.",SPANISH CULTURE AND CIVILIZATION
SP,3529,"Cat. II A survey of Caribbean literature and arts that takes a multimedia approach to examining the different voices that resonate from the Spanish Caribbean and  what appears to be a constant search for identity. By studying the works of major  authors, films, music and the plastic arts, we will examine the socio-cultural  context and traditions of this region in constant search for self-definition.  Special attention will be given to the influential role ethnicity, colonialism,  gender and socio-economic development play in the interpretation of works  from Puerto Rico, Cuba, the Dominican Republic, Colombia and Venezuela as  well as those of the Caribbean diaspora. This course is taught in Spanish.        Recommended background: SP 3521 (Advanced Spanish I) and SP 3522  (Advanced Spanish II) or equivalent.   This course will be offered in 2016-17, and in alternating years thereafter.      This course satisfies the Inquiry Practicum requirement.",CARIBBEANNESS: VOICES OF THE SPANISH CARIBBEAN
SP,3530,"Cat. II   Through Spanish films, and other media sources, this course studies images,  topics, and cultural and historical issues that have had an impact in the creation  of a modern Spanish nation. This course focuses on current political and ideological  issues (after 1936), the importance of Spanish Civil war, gender identity,  and class, cultural and power relationships. This course is taught in Spanish.    This course will be offered in 2016-17, and in alternative years thereafter.       This course satisfies the Inquiry Practicum requirement.",SPANISH FILM/MEDIA: CULTURAL ISSUES
SP,3531,"Cat. II This course introduces students to the field of Latino studies, paying particular attention to the cultural productions of U.S. Latinos in film, theater, music,  fiction writing and cultural criticism. At the same time that this course reflects  upon a transnational framework for understanding the continuum between U.S.  Latinos and Latin American/Caribbean communities, we closely examine more  U.S. based arguments supporting and contesting the use of Latino as an ethnic racial  term uniting all U.S. Latino communities. We examine the ways in which  U.S. Latinos have manufactured identities within dominant as well as counter  cultural registers. In this course, special attention is given to the aesthetics of autobiography and to how Latino writers experiment with this genre in order to  address changing constructions of immigration, language, exile, and identity.  This course is taught in English.   This course will be offered in 2016-17, and in alternating years thereafter.      This course satisfies the Inquiry Practicum requirement.",CONTEMPORARY US LATINO LITERATURE & CULTURE
SP,3532,"Cat. II This course introduces students to the study of Spanish literature through analytical readings of essays, poetry, drama, and fiction of representative Spanish  writers from medieval to contemporary times. The selected authors to be studied  reflect Spanish society?s cultural and political efforts conducive to a nation  building process. Among the topics to be covered are: Literary and artistic  movements, nationalist and religious discourses, cultural miscegenation, gender  issues, regional, political and class conflicts, the role of the intellectual, and  strategies for the construction of identities. This course is taught in Spanish.        Recommended Background: SP 3522 and SP 3528.   This course will be offered in 2016-17, and in alternating years thereafter.      This course satisfies the Inquiry Practicum requirement.",STUDIES IN SPANISH LITERATURE: ARTISTIC EXPRESSION AND NATION BUILDING
WR,101X,This course will apply classical and modern rhetorical concepts to analyze various texts and speeches in order to identify the means of persuasion to a particular end. Students will write short analytical papers that critically assess various rhetorical and communicative approaches. The goal of this course is to enable students to see rhetoric in action in order to both engage with the material critically as well as produce effective discourse to meet various situations.,INTRODUCTION TO RHETORIC
WR,201X,"This seminar will cover basic principles of prose style for expository and argumentative writing. Students will learn to evaluate writing for stylistic problems and will learn revision strategies for addressing those problems.  The ultimate goal of the seminar is to help students write sentences and paragraphs that are clear, concise, and graceful.  In the first part of the course, students will review parts of speech, basic sentence types, and sentence and paragraph structure in order to understand how sentences are put together and the impact their construction has on readers. Then, through hands-on writing exercises and extensive revision of their own and others? writing, students will learn strategies for tightening their prose (concision), achieving ?flow? (cohesion and coherence) and improving usage (language specificity and precision).    Recommended background: WR 1010, Elements of Writing. ",ELEMENTS OF STYLE
WR,330X,"This course will examine how people from differing cultural backgrounds communicate, in similar and different ways among themselves, and how they endeavor to communicate across cultures. Students will develop a personal and theoretical understanding of the cultural origin of people?s values, ideologies, habits, idiosyncrasies and how they affect communication across cultural, racial, ethnic and gender lines. Through observing, studying and experiencing incidents of cross-cultural communication, they will begin to examine and develop skills that are necessary for effective understanding and for successful intercultural communication among majority and minority groups. Recommended Background: WR 1010 Elements of Writing ",CROSS-CULTURAL COMMUNICATION
WR,410X,"This course will introduce students to methods and processes for writing documents based on large complex data sets. Students will learn methods for analytics-based presentations including invention, organization, interpretation, and form. The course will briefly examine database development but through a rhetorical lens, as a way to understand how database structures influence information production. The majority of the course will cover case statements, metrics, data literacy, verification and utility, and operational applications for analytics. Readings and assignments will include some theory, problem-based learning, and case studies. Suggested Background: Two courses in Rhetoric and/or Writing. Helpful courses could also include one of: WR 3210 Technical Writing, WR 3310 Digital Rhetoric; WR 2211Rhetoric of Visual Design, CS3431 Database Systems I; MA 2611 Applied Statistics I; MIS 3720 Business Data Management; BUS 2080 Data Analysis for Decision Making; or equivalent ",ANALYTICS: NUMBERS TO ARGUMENTS
WR,430X,"This course focuses on effective communication within a scientific or technical community. Students will analyze a number of genres, such as academic articles, research reports, grants, lab reports, and conference proceedings in order to codify the conventions. Students will then switch from analysis to production, writing and revising disciplinary writing for academic and specialized audiences.  Recommended background: WR 1011 Writing About Science & Technology, WR 2211 Rhetoric of Visual Design, WR 3210 Technical Writing, WR 3214 Writing About Disease and Public Health, or equivalent  ",ACADEMIC SCIENCE WRITING
WR,1010,"Cat. I  This course is designed for students who wish to work intensively on their writing. The course will emphasize the processes of composing and revising, the rhetorical strategies of written exposition and argumentation, and the reading and citation practices central to academic inquiry. In a workshop setting, students will write a sequence of short papers and complete one longer writing project based on multiple source texts; learn to read critically and respond helpfully to each other's writing; and make oral presentations from written texts. Where applicable, the topical theme of the class will be provided via the Registrar's office.  Note: Students who have taken EN/WR 2211 cannot receive credit for this course.",ELEMENTS OF WRITING
